Loan_ID,Farmer_ID,Enterprise_ID,Loan_Amount,Interest_Rate,Loan_Date,Loan_Use_Status,Loan_Repayment_Amount,Repayment_Date,Duration_Months,Loan_Use_Duration,Credit_Worthiness_Status,Loan_Asset_Ratio,OpEx_Income_Ratio,Loan_Source,Loan_Supervision_Frequency,Distance_to_Lender,Disbursement_Lag,Has_Defaulted,Default_Reason,Prior_Loan_Repayment_Rate_Master,Prior_Loan_Repayment_History_Master,Prior_Loan_Purpose_Master,Farmer_Credit_Score_General_Master
LOAN_0000620,FARMER_02597,ENT_002597,1320000,29.2,2024-02-24,No,1042800,2024-06-19,24,1,Creditworthy,0.72,0.56,Informal Lender,0,52.3,0,No,N/A,0.79,Fair,Processing Equipment,756
LOAN_0000621,FARMER_02599,ENT_002599,670000,28.8,2023-05-28,Yes,107200,2024-04-09,12,7,Non-creditworthy,0.62,0.54,Commercial Bank,3,24.8,0,Yes,Market Loss,0.16,Poor,Processing Equipment,463
LOAN_0000622,FARMER_02600,ENT_002600,1675000,28.7,2021-08-07,Yes,217750,2022-05-20,12,10,Non-creditworthy,0.8,0.42,Government Program,3,95.9,5,Yes,Illness of Farmer,0.13,Poor,Bundled Services Loan,658
LOAN_0000623,FARMER_02602,ENT_002602,285000,28.8,2019-01-13,No,276450,2019-09-18,12,12,Creditworthy,1.98,0.59,Family/Friends,4,78.2,3,No,N/A,0.97,Excellent,Bundled Services Loan,772
LOAN_0000624,FARMER_02604,ENT_002604,1590000,12.9,2022-06-28,Yes,1558200,2022-10-22,12,12,Non-creditworthy,2.07,0.45,Cooperative,3,40.4,0,No,N/A,0.98,Excellent,Mechanization Loan,589
LOAN_0000625,FARMER_02609,ENT_002609,1680000,20.5,2023-11-20,Yes,0,,36,31,Creditworthy,2.99,0.47,Microfinance Bank,1,20.9,6,No,N/A,0.0,None,Land Expansion,647
LOAN_0000626,FARMER_02612,ENT_002612,745000,31.5,2018-11-05,Yes,230950,2021-09-30,36,23,Non-creditworthy,0.6,0.66,Informal Lender,4,15.0,4,Yes,Low/Poor Yield,0.31,Poor,Working Capital,467
LOAN_0000627,FARMER_02613,ENT_002613,145000,25.1,2020-10-11,Yes,124700,2022-03-31,36,31,Non-creditworthy,0.49,0.59,Informal Lender,0,55.4,4,No,N/A,0.86,Good,Storage Construction,835
LOAN_0000628,FARMER_02620,ENT_002620,150000,33.5,2018-06-27,Yes,133500,2018-08-14,18,11,Creditworthy,0.15,0.72,Government Program,3,42.9,0,No,N/A,0.89,Good,Mechanization Loan,533
LOAN_0000629,FARMER_02621,ENT_002621,3175000,16.8,2024-01-10,Yes,0,,24,24,Creditworthy,1.82,0.65,Government Program,3,15.8,4,No,N/A,0.0,None,Asset Acquisition,424
LOAN_0000630,FARMER_02623,ENT_002623,365000,30.2,2023-09-30,Yes,346750,2024-09-01,12,12,Non-creditworthy,0.37,0.48,Government Program,1,19.9,4,No,N/A,0.95,Excellent,Working Capital,845
LOAN_0000631,FARMER_02627,ENT_002627,620000,28.0,2023-08-19,Yes,303800,2024-03-29,36,13,Non-creditworthy,0.34,0.59,Commercial Bank,3,70.0,6,Yes,Other,0.49,Poor,Storage Construction,343
LOAN_0000632,FARMER_02633,ENT_002633,1385000,16.4,2022-11-22,No,1315750,2023-10-07,24,19,Creditworthy,8.88,0.67,Government Program,3,82.5,1,No,N/A,0.95,Excellent,Storage Construction,439
LOAN_0000633,FARMER_02636,ENT_002636,900000,16.3,2023-04-09,No,594000,2023-10-02,36,35,Creditworthy,0.6,0.72,Commercial Bank,1,19.0,5,No,N/A,0.66,Fair,Storage Construction,303
LOAN_0000634,FARMER_02637,ENT_002637,605000,11.5,2024-02-28,Yes,0,,36,10,Non-creditworthy,0.63,0.71,Informal Lender,3,56.9,1,No,N/A,0.0,None,Storage Construction,464
LOAN_0000635,FARMER_02638,ENT_002638,4350000,18.4,2023-09-10,Yes,3915000,2024-04-14,12,6,Non-creditworthy,2.36,0.65,Family/Friends,1,90.7,1,No,N/A,0.9,Good,Mechanization Loan,842
LOAN_0000636,FARMER_02642,ENT_002642,1940000,8.8,2021-08-19,Yes,1532600,2022-03-01,36,33,Non-creditworthy,2.47,0.7,Microfinance Bank,4,25.1,5,No,N/A,0.79,Fair,Input Loan,393
LOAN_0000637,FARMER_02659,ENT_002659,1265000,18.3,2023-09-11,Yes,0,,18,7,Creditworthy,0.64,0.47,Family/Friends,4,79.6,3,No,N/A,0.0,None,Processing Equipment,630
LOAN_0000638,FARMER_02660,ENT_002660,1055000,12.8,2022-08-10,Yes,295400,2023-01-12,6,3,Non-creditworthy,0.38,0.76,Microfinance Bank,4,5.2,3,Yes,Drought/Flood,0.28,Poor,Mechanization Loan,543
LOAN_0000639,FARMER_02663,ENT_002663,1060000,30.5,2023-04-30,No,636000,2024-07-07,24,1,Non-creditworthy,0.49,0.79,Microfinance Bank,4,6.6,6,No,N/A,0.6,Fair,Storage Construction,302
LOAN_0000640,FARMER_02664,ENT_002664,520000,24.7,2015-01-01,No,0,,12,2,Creditworthy,0.36,0.46,Cooperative,2,95.4,3,No,N/A,0.0,None,Processing Equipment,794
LOAN_0000641,FARMER_02668,ENT_002668,8715000,22.9,2016-01-20,Yes,6972000,2017-03-29,18,17,Creditworthy,3.48,0.49,Bank of Agriculture,1,88.4,0,No,N/A,0.8,Good,Asset Acquisition,330
LOAN_0000642,FARMER_02671,ENT_002671,5230000,34.1,2016-07-26,No,2719600,2017-06-06,18,9,Non-creditworthy,1.9,0.63,Informal Lender,3,95.8,1,No,N/A,0.52,Fair,Mechanization Loan,508
LOAN_0000643,FARMER_02672,ENT_002672,510000,21.2,2017-08-01,Yes,0,,12,10,Non-creditworthy,1.33,0.53,Commercial Bank,1,40.9,5,No,N/A,0.0,None,Storage Construction,523
LOAN_0000644,FARMER_02678,ENT_002678,1695000,18.0,2023-08-19,No,237300,2024-04-12,18,13,Non-creditworthy,1.03,0.61,Government Program,4,9.3,6,Yes,Diversion of Funds,0.14,Poor,Processing Equipment,695
LOAN_0000645,FARMER_02687,ENT_002687,9115000,14.6,2021-03-28,Yes,7383150,2022-02-28,12,8,Creditworthy,6.55,0.68,Government Program,4,47.3,0,No,N/A,0.81,Good,Working Capital,333
LOAN_0000646,FARMER_02690,ENT_002690,2725000,15.6,2015-06-04,Yes,1853000,2015-09-13,36,32,Non-creditworthy,1.74,0.43,Government Program,1,92.6,5,No,N/A,0.68,Fair,Mechanization Loan,358
LOAN_0000647,FARMER_02697,ENT_002697,7735000,30.6,2024-01-22,No,5878600,2024-05-17,6,3,Non-creditworthy,4.94,0.49,Microfinance Bank,1,44.9,3,No,N/A,0.76,Fair,Land Expansion,415
LOAN_0000648,FARMER_02703,ENT_002703,1430000,15.0,2023-12-24,Yes,1043900,2024-08-04,18,5,Creditworthy,1.65,0.59,Informal Lender,2,35.9,1,No,N/A,0.73,Fair,Mechanization Loan,484
LOAN_0000649,FARMER_02713,ENT_002713,1175000,14.4,2022-07-21,Yes,834250,2022-10-13,18,1,Non-creditworthy,1.13,0.49,Informal Lender,5,57.6,0,No,N/A,0.71,Fair,Bundled Services Loan,416
LOAN_0000650,FARMER_02721,ENT_002721,85000,20.0,2022-06-17,Yes,10200,2022-09-18,12,3,Non-creditworthy,0.17,0.4,Commercial Bank,0,79.9,1,Yes,Other,0.12,Poor,Processing Equipment,307
LOAN_0000651,FARMER_02727,ENT_002727,1380000,19.0,2023-05-11,No,1269600,2023-07-12,24,15,Non-creditworthy,2.34,0.57,Microfinance Bank,3,42.0,1,No,N/A,0.92,Good,Processing Equipment,709
LOAN_0000652,FARMER_02734,ENT_002734,4635000,14.7,2023-09-08,Yes,787950,2024-08-10,12,12,Non-creditworthy,4.56,0.48,Commercial Bank,3,10.4,6,Yes,Diversion of Funds,0.17,Poor,Land Expansion,843
LOAN_0000653,FARMER_02741,ENT_002741,1350000,5.1,2020-08-14,No,0,,12,5,Creditworthy,1.13,0.68,Informal Lender,3,33.4,4,No,N/A,0.0,None,Land Expansion,443
LOAN_0000654,FARMER_02749,ENT_002749,1190000,14.4,2024-04-14,Yes,309400,2025-05-07,36,3,Non-creditworthy,1.45,0.57,Informal Lender,2,26.7,3,Yes,Diversion of Funds,0.26,Poor,Processing Equipment,746
LOAN_0000655,FARMER_02755,ENT_002755,1305000,18.4,2018-04-21,No,965700,2018-06-03,6,2,Creditworthy,3.75,0.63,Commercial Bank,5,2.7,2,No,N/A,0.74,Fair,Bundled Services Loan,708
LOAN_0000656,FARMER_02757,ENT_002757,1735000,20.1,2020-01-01,No,0,,18,9,Non-creditworthy,2.29,0.65,Family/Friends,2,66.2,5,No,N/A,0.0,None,Processing Equipment,497
LOAN_0000657,FARMER_02764,ENT_002764,1840000,28.4,2021-12-30,No,1821600,2022-04-15,24,12,Non-creditworthy,2.46,0.79,Microfinance Bank,1,90.5,2,No,N/A,0.99,Excellent,Bundled Services Loan,746
LOAN_0000658,FARMER_02771,ENT_002771,1625000,34.6,2023-11-25,Yes,1332500,2024-09-03,18,11,Non-creditworthy,2.58,0.75,Informal Lender,3,48.5,2,No,N/A,0.82,Good,Mechanization Loan,307
LOAN_0000659,FARMER_02772,ENT_002772,420000,21.7,2019-08-03,Yes,256200,2020-11-21,36,5,Creditworthy,0.86,0.63,Microfinance Bank,4,85.4,4,No,N/A,0.61,Fair,Land Expansion,342
LOAN_0000660,FARMER_02776,ENT_002776,2475000,29.6,2023-10-12,Yes,2153250,2023-11-23,6,2,Non-creditworthy,2.38,0.41,Informal Lender,4,44.3,6,No,N/A,0.87,Good,Mechanization Loan,647
LOAN_0000661,FARMER_02782,ENT_002782,2650000,20.8,2017-01-09,No,0,,18,18,Non-creditworthy,1.22,0.62,Cooperative,2,27.2,0,No,N/A,0.0,None,Asset Acquisition,429
LOAN_0000662,FARMER_02784,ENT_002784,3730000,21.2,2023-05-19,No,1529300,2023-09-01,18,15,Non-creditworthy,2.93,0.43,Cooperative,1,50.0,6,Yes,Input Price Hike,0.41,Poor,Bundled Services Loan,550
LOAN_0000663,FARMER_02786,ENT_002786,2105000,23.7,2016-02-13,No,1620850,2016-03-22,6,5,Creditworthy,4.42,0.79,Informal Lender,3,77.4,1,No,N/A,0.77,Fair,Bundled Services Loan,700
LOAN_0000664,FARMER_02792,ENT_002792,385000,16.9,2017-06-04,Yes,365750,2018-10-08,24,21,Creditworthy,0.83,0.59,Cooperative,2,30.5,2,No,N/A,0.95,Excellent,Storage Construction,706
LOAN_0000665,FARMER_02796,ENT_002796,3755000,5.8,2015-10-26,Yes,3717450,2015-12-18,6,4,Non-creditworthy,1.63,0.57,Bank of Agriculture,1,51.4,4,No,N/A,0.99,Excellent,Working Capital,643
LOAN_0000666,FARMER_02798,ENT_002798,3275000,26.8,2019-02-19,Yes,0,,24,5,Creditworthy,1.88,0.64,Commercial Bank,1,17.1,0,No,N/A,0.0,None,Input Loan,591
LOAN_0000667,FARMER_02799,ENT_002799,2260000,28.3,2018-03-12,Yes,0,,12,8,Creditworthy,2.83,0.41,Family/Friends,1,14.9,1,No,N/A,0.0,None,Processing Equipment,498
LOAN_0000668,FARMER_02803,ENT_002803,3035000,15.5,2022-11-04,No,0,,6,2,Non-creditworthy,2.82,0.46,Microfinance Bank,0,89.2,4,No,N/A,0.0,None,Land Expansion,496
LOAN_0000669,FARMER_02807,ENT_002807,1740000,21.8,2022-11-10,No,0,,18,8,Creditworthy,1.61,0.57,Commercial Bank,4,51.0,6,No,N/A,0.0,None,Storage Construction,340
LOAN_0000670,FARMER_02809,ENT_002809,300000,8.6,2024-01-07,No,108000,2024-08-20,12,8,Non-creditworthy,0.56,0.66,Commercial Bank,0,28.1,0,Yes,Diversion of Funds,0.36,Poor,Processing Equipment,789
LOAN_0000671,FARMER_02813,ENT_002813,1345000,27.2,2021-08-04,No,174850,2021-10-19,6,1,Non-creditworthy,1.13,0.73,Family/Friends,4,35.0,4,Yes,Low/Poor Yield,0.13,Poor,Asset Acquisition,527
LOAN_0000672,FARMER_02816,ENT_002816,2995000,17.5,2021-05-12,No,569050,2021-12-05,36,29,Non-creditworthy,1.39,0.64,Government Program,1,28.5,4,Yes,Policy Change,0.19,Poor,Processing Equipment,719
LOAN_0000673,FARMER_02818,ENT_002818,3045000,32.3,2021-10-16,No,1218000,2023-01-09,24,18,Non-creditworthy,1.15,0.46,Cooperative,5,75.9,1,Yes,Illness of Farmer,0.4,Poor,Working Capital,675
LOAN_0000674,FARMER_02819,ENT_002819,180000,14.8,2023-02-23,Yes,122400,2024-01-11,36,9,Creditworthy,0.57,0.48,Informal Lender,2,50.1,0,No,N/A,0.68,Fair,Mechanization Loan,472
LOAN_0000675,FARMER_02826,ENT_002826,3915000,18.9,2023-08-05,No,3445200,2024-12-03,36,8,Creditworthy,1.66,0.75,Informal Lender,0,87.0,1,No,N/A,0.88,Good,Land Expansion,415
LOAN_0000676,FARMER_02832,ENT_002832,605000,28.6,2019-11-30,No,0,,36,9,Creditworthy,1.23,0.63,Informal Lender,1,33.3,1,No,N/A,0.0,None,Input Loan,507
LOAN_0000677,FARMER_02833,ENT_002833,1035000,21.5,2023-12-20,Yes,900450,2024-02-05,6,3,Creditworthy,0.39,0.52,Government Program,4,21.8,5,No,N/A,0.87,Good,Input Loan,804
LOAN_0000678,FARMER_02836,ENT_002836,105000,34.6,2022-03-18,No,0,,12,5,Creditworthy,0.32,0.42,Microfinance Bank,3,97.2,1,No,N/A,0.0,None,Processing Equipment,368
LOAN_0000679,FARMER_02838,ENT_002838,945000,22.1,2018-03-22,Yes,491400,2018-06-21,12,4,Non-creditworthy,0.46,0.42,Microfinance Bank,4,61.6,0,No,N/A,0.52,Fair,Input Loan,407
LOAN_0000680,FARMER_02840,ENT_002840,335000,28.7,2021-12-19,Yes,63650,2022-03-21,6,1,Non-creditworthy,0.86,0.68,Informal Lender,1,79.4,1,Yes,Drought/Flood,0.19,Poor,Bundled Services Loan,660
LOAN_0000681,FARMER_02842,ENT_002842,100000,23.1,2018-02-18,No,40000,2018-08-08,24,12,Non-creditworthy,0.28,0.44,Informal Lender,5,49.6,5,Yes,Low/Poor Yield,0.4,Poor,Asset Acquisition,325
LOAN_0000682,FARMER_02845,ENT_002845,2295000,25.2,2022-07-25,Yes,436050,2024-04-06,24,6,Non-creditworthy,1.08,0.69,Family/Friends,4,48.0,0,Yes,Policy Change,0.19,Poor,Asset Acquisition,491
LOAN_0000683,FARMER_02846,ENT_002846,845000,30.8,2015-02-13,Yes,659100,2015-05-03,12,10,Creditworthy,1.83,0.68,Commercial Bank,1,23.0,4,No,N/A,0.78,Fair,Processing Equipment,412
LOAN_0000684,FARMER_02847,ENT_002847,1510000,23.6,2018-08-20,No,1192900,2019-03-30,12,11,Non-creditworthy,1.06,0.46,Microfinance Bank,5,4.3,5,No,N/A,0.79,Fair,Processing Equipment,742
LOAN_0000685,FARMER_02848,ENT_002848,3390000,18.3,2024-04-27,No,0,,36,5,Creditworthy,3.53,0.77,Family/Friends,3,44.9,2,No,N/A,0.0,None,Processing Equipment,822
LOAN_0000686,FARMER_02861,ENT_002861,4555000,33.7,2019-11-07,No,4418350,2021-05-22,36,33,Creditworthy,3.43,0.59,Informal Lender,5,48.6,5,No,N/A,0.97,Excellent,Mechanization Loan,696
LOAN_0000687,FARMER_02864,ENT_002864,525000,13.4,2015-08-21,Yes,472500,2016-09-27,24,24,Creditworthy,0.56,0.56,Bank of Agriculture,1,65.6,0,No,N/A,0.9,Good,Storage Construction,583
LOAN_0000688,FARMER_02867,ENT_002867,1590000,10.0,2024-04-30,Yes,1542300,2024-05-31,6,2,Non-creditworthy,2.37,0.4,Commercial Bank,2,21.3,1,No,N/A,0.97,Excellent,Storage Construction,654
LOAN_0000689,FARMER_02873,ENT_002873,2815000,28.6,2020-06-11,Yes,2815000,2021-05-15,12,10,Creditworthy,1.26,0.4,Cooperative,1,68.7,4,No,N/A,1.0,Excellent,Mechanization Loan,572
LOAN_0000690,FARMER_02875,ENT_002875,250000,13.1,2022-06-20,No,187500,2023-02-08,36,10,Non-creditworthy,3.68,0.5,Family/Friends,3,25.9,5,No,N/A,0.75,Fair,Processing Equipment,560
LOAN_0000691,FARMER_02878,ENT_002878,4310000,20.8,2019-03-22,No,3017000,2019-07-24,18,15,Creditworthy,3.87,0.69,Cooperative,4,23.1,1,No,N/A,0.7,Fair,Processing Equipment,793
LOAN_0000692,FARMER_02879,ENT_002879,2715000,20.6,2022-12-10,Yes,1466100,2024-10-30,24,3,Non-creditworthy,4.69,0.56,Microfinance Bank,3,22.6,0,No,N/A,0.54,Fair,Input Loan,475
LOAN_0000693,FARMER_02880,ENT_002880,575000,24.2,2017-05-24,Yes,442750,2017-11-13,6,3,Creditworthy,0.64,0.73,Government Program,4,94.8,1,No,N/A,0.77,Fair,Storage Construction,408
LOAN_0000694,FARMER_02898,ENT_002898,4950000,22.2,2023-10-19,Yes,4405500,2024-04-16,36,7,Non-creditworthy,5.98,0.43,Government Program,2,89.8,2,No,N/A,0.89,Good,Storage Construction,727
LOAN_0000695,FARMER_02899,ENT_002899,250000,32.8,2023-09-10,No,85000,2024-06-18,12,4,Non-creditworthy,1.05,0.42,Commercial Bank,0,63.0,5,Yes,Low/Poor Yield,0.34,Poor,Working Capital,597
LOAN_0000696,FARMER_02911,ENT_002911,920000,13.9,2022-10-23,No,0,,18,5,Non-creditworthy,0.59,0.76,Family/Friends,1,42.1,4,No,N/A,0.0,None,Mechanization Loan,684
LOAN_0000697,FARMER_02913,ENT_002913,2220000,24.9,2015-01-11,No,777000,2015-06-14,24,22,Non-creditworthy,2.21,0.7,Government Program,3,47.4,1,Yes,Drought/Flood,0.35,Poor,Mechanization Loan,396
LOAN_0000698,FARMER_02914,ENT_002914,235000,22.9,2023-12-01,No,79900,2024-03-31,12,11,Non-creditworthy,0.21,0.65,Informal Lender,4,26.7,3,Yes,Pest Attack,0.34,Poor,Asset Acquisition,741
LOAN_0000699,FARMER_02916,ENT_002916,2950000,15.4,2021-08-12,No,0,,12,10,Creditworthy,1.12,0.8,Microfinance Bank,3,80.6,1,No,N/A,0.0,None,Working Capital,717
LOAN_0000700,FARMER_02917,ENT_002917,1170000,20.0,2017-04-12,No,1146600,2017-11-27,18,1,Non-creditworthy,0.76,0.8,Commercial Bank,0,39.0,6,No,N/A,0.98,Excellent,Land Expansion,704
LOAN_0000701,FARMER_02919,ENT_002919,1040000,21.3,2023-09-27,No,0,,6,3,Creditworthy,0.54,0.76,Microfinance Bank,2,39.5,3,No,N/A,0.0,None,Storage Construction,449
LOAN_0000702,FARMER_02923,ENT_002923,3745000,23.4,2022-07-21,Yes,1273300,2023-05-03,12,10,Non-creditworthy,2.04,0.69,Government Program,1,85.1,0,Yes,Input Price Hike,0.34,Poor,Mechanization Loan,648
LOAN_0000703,FARMER_02926,ENT_002926,990000,32.2,2018-06-30,No,0,,12,11,Creditworthy,1.54,0.77,Family/Friends,4,94.6,4,No,N/A,0.0,None,Working Capital,560
LOAN_0000704,FARMER_02928,ENT_002928,9525000,33.4,2020-09-12,Yes,2190750,2020-12-31,6,1,Non-creditworthy,2.79,0.4,Informal Lender,3,21.7,3,Yes,Policy Change,0.23,Poor,Working Capital,430
LOAN_0000705,FARMER_02930,ENT_002930,665000,25.5,2018-02-17,Yes,445550,2018-07-23,6,4,Creditworthy,0.39,0.44,Bank of Agriculture,4,36.9,0,No,N/A,0.67,Fair,Bundled Services Loan,641
LOAN_0000706,FARMER_02936,ENT_002936,1210000,23.2,2021-10-21,No,0,,6,3,Creditworthy,0.69,0.67,Bank of Agriculture,3,16.7,4,No,N/A,0.0,None,Land Expansion,580
LOAN_0000707,FARMER_02943,ENT_002943,2555000,31.0,2016-09-11,Yes,1865150,2017-06-28,12,12,Non-creditworthy,1.51,0.48,Family/Friends,3,70.8,4,No,N/A,0.73,Fair,Mechanization Loan,481
LOAN_0000708,FARMER_02946,ENT_002946,2630000,14.1,2024-01-06,Yes,1472800,2025-05-07,24,21,Non-creditworthy,4.26,0.61,Commercial Bank,5,10.5,2,No,N/A,0.56,Fair,Working Capital,711
LOAN_0000709,FARMER_02948,ENT_002948,155000,25.7,2022-05-20,Yes,80600,2022-08-12,6,1,Creditworthy,0.42,0.7,Microfinance Bank,3,53.3,3,No,N/A,0.52,Fair,Land Expansion,551
LOAN_0000710,FARMER_02949,ENT_002949,5905000,22.0,2023-10-24,Yes,4842100,2024-03-10,6,2,Non-creditworthy,3.43,0.54,Government Program,2,64.3,3,No,N/A,0.82,Good,Input Loan,585
LOAN_0000711,FARMER_02954,ENT_002954,4070000,11.1,2023-09-13,No,2645500,2024-08-16,18,2,Non-creditworthy,1.85,0.77,Government Program,5,3.9,0,No,N/A,0.65,Fair,Storage Construction,520
LOAN_0000712,FARMER_02956,ENT_002956,6345000,18.3,2019-05-23,Yes,5456700,2019-12-04,24,12,Creditworthy,1.39,0.61,Government Program,1,58.2,2,No,N/A,0.86,Good,Bundled Services Loan,764
LOAN_0000713,FARMER_02960,ENT_002960,130000,28.8,2021-10-10,No,128700,2023-09-25,24,7,Creditworthy,0.32,0.67,Bank of Agriculture,1,46.2,0,No,N/A,0.99,Excellent,Working Capital,566
LOAN_0000714,FARMER_02961,ENT_002961,3010000,28.6,2022-11-16,Yes,0,,6,6,Creditworthy,1.97,0.66,Family/Friends,0,60.0,4,No,N/A,0.0,None,Storage Construction,821
LOAN_0000715,FARMER_02970,ENT_002970,1440000,11.9,2019-01-15,Yes,561600,2019-09-21,12,10,Non-creditworthy,1.0,0.44,Microfinance Bank,4,43.4,4,Yes,Other,0.39,Poor,Storage Construction,630
LOAN_0000716,FARMER_02971,ENT_002971,2700000,6.3,2022-12-21,No,2322000,2023-04-14,24,19,Creditworthy,1.82,0.5,Bank of Agriculture,1,80.2,2,No,N/A,0.86,Good,Asset Acquisition,816
LOAN_0000717,FARMER_02974,ENT_002974,970000,34.8,2024-03-04,Yes,475300,2024-10-09,36,19,Non-creditworthy,0.76,0.49,Commercial Bank,1,98.8,5,Yes,Drought/Flood,0.49,Poor,Working Capital,303
LOAN_0000718,FARMER_02978,ENT_002978,90000,29.5,2017-11-10,No,0,,6,6,Creditworthy,0.3,0.65,Informal Lender,4,80.6,0,No,N/A,0.0,None,Processing Equipment,497
LOAN_0000719,FARMER_02983,ENT_002983,5605000,24.7,2023-05-12,Yes,5380800,2023-08-22,6,1,Non-creditworthy,2.78,0.71,Government Program,1,25.7,6,No,N/A,0.96,Excellent,Bundled Services Loan,744
LOAN_0000720,FARMER_02991,ENT_002991,3835000,15.7,2021-02-17,No,3681600,2021-09-02,12,1,Non-creditworthy,2.22,0.65,Cooperative,1,16.1,5,No,N/A,0.96,Excellent,Land Expansion,469
LOAN_0000721,FARMER_02993,ENT_002993,220000,24.7,2020-12-22,Yes,151800,2021-04-29,6,5,Non-creditworthy,0.39,0.75,Bank of Agriculture,1,86.8,4,No,N/A,0.69,Fair,Storage Construction,748
LOAN_0000722,FARMER_03010,ENT_003010,375000,10.7,2018-11-18,Yes,210000,2019-08-07,12,12,Non-creditworthy,2.1,0.64,Government Program,2,82.6,4,No,N/A,0.56,Fair,Mechanization Loan,601
LOAN_0000723,FARMER_03011,ENT_003011,3095000,23.4,2017-12-07,Yes,2971200,2018-10-25,18,8,Creditworthy,2.74,0.78,Cooperative,4,80.7,1,No,N/A,0.96,Excellent,Working Capital,640
LOAN_0000724,FARMER_03013,ENT_003013,2610000,29.6,2016-04-10,Yes,2531700,2017-06-09,18,17,Non-creditworthy,3.23,0.54,Informal Lender,4,30.7,4,No,N/A,0.97,Excellent,Input Loan,332
LOAN_0000725,FARMER_03017,ENT_003017,6210000,12.4,2020-12-13,Yes,5154300,2021-02-20,12,1,Creditworthy,4.81,0.58,Cooperative,5,30.1,4,No,N/A,0.83,Good,Processing Equipment,695
LOAN_0000726,FARMER_03021,ENT_003021,5670000,32.3,2020-09-25,Yes,5670000,2021-10-07,36,20,Creditworthy,2.12,0.73,Informal Lender,4,91.1,5,No,N/A,1.0,Excellent,Land Expansion,608
LOAN_0000727,FARMER_03026,ENT_003026,4315000,26.6,2020-01-29,No,3797200,2021-05-19,36,17,Non-creditworthy,3.62,0.63,Informal Lender,5,63.5,5,No,N/A,0.88,Good,Storage Construction,633
LOAN_0000728,FARMER_03031,ENT_003031,740000,6.8,2022-11-10,Yes,103600,2023-03-09,12,2,Non-creditworthy,0.74,0.72,Microfinance Bank,3,9.1,0,Yes,Market Loss,0.14,Poor,Bundled Services Loan,623
LOAN_0000729,FARMER_03038,ENT_003038,625000,5.9,2021-10-20,Yes,618750,2022-01-15,6,1,Creditworthy,0.34,0.5,Family/Friends,5,9.5,3,No,N/A,0.99,Excellent,Asset Acquisition,356
LOAN_0000730,FARMER_03044,ENT_003044,110000,5.5,2020-05-08,No,0,,24,17,Creditworthy,0.62,0.57,Informal Lender,5,38.2,3,No,N/A,0.0,None,Storage Construction,334
LOAN_0000731,FARMER_03045,ENT_003045,2650000,33.1,2022-01-25,Yes,530000,2023-05-13,36,6,Non-creditworthy,1.45,0.58,Informal Lender,5,12.4,4,Yes,Other,0.2,Poor,Land Expansion,393
LOAN_0000732,FARMER_03050,ENT_003050,185000,12.0,2015-11-13,Yes,177600,2016-07-16,12,11,Creditworthy,1.38,0.5,Family/Friends,3,33.7,5,No,N/A,0.96,Excellent,Bundled Services Loan,452
LOAN_0000733,FARMER_03051,ENT_003051,1475000,7.3,2022-09-09,Yes,649000,2023-09-30,18,8,Non-creditworthy,3.06,0.49,Bank of Agriculture,2,86.1,3,Yes,Illness of Farmer,0.44,Poor,Bundled Services Loan,477
LOAN_0000734,FARMER_03056,ENT_003056,5100000,9.4,2019-01-18,No,3723000,2020-02-12,18,8,Creditworthy,2.03,0.71,Bank of Agriculture,1,48.5,3,No,N/A,0.73,Fair,Mechanization Loan,525
LOAN_0000735,FARMER_03057,ENT_003057,1465000,30.8,2021-02-22,No,1347800,2021-08-11,6,4,Creditworthy,0.39,0.45,Cooperative,5,42.1,2,No,N/A,0.92,Good,Asset Acquisition,678
LOAN_0000736,FARMER_03058,ENT_003058,575000,33.1,2021-06-30,Yes,506000,2023-06-29,36,13,Creditworthy,0.52,0.56,Government Program,0,33.0,3,No,N/A,0.88,Good,Processing Equipment,457
LOAN_0000737,FARMER_03062,ENT_003062,3110000,19.9,2023-02-25,Yes,1212900,2024-02-06,12,3,Non-creditworthy,4.09,0.57,Family/Friends,5,88.3,4,Yes,Drought/Flood,0.39,Poor,Input Loan,609
LOAN_0000738,FARMER_03071,ENT_003071,1375000,23.6,2020-04-05,Yes,1251250,2020-10-18,36,15,Creditworthy,2.33,0.55,Informal Lender,0,68.7,4,No,N/A,0.91,Good,Storage Construction,320
LOAN_0000739,FARMER_03072,ENT_003072,920000,25.5,2023-08-05,No,782000,2023-09-10,12,5,Creditworthy,1.39,0.71,Government Program,1,65.4,2,No,N/A,0.85,Good,Working Capital,723
LOAN_0000740,FARMER_03082,ENT_003082,380000,12.5,2023-12-23,No,380000,2024-05-09,12,5,Creditworthy,1.43,0.76,Informal Lender,4,25.5,4,No,N/A,1.0,Excellent,Processing Equipment,570
LOAN_0000741,FARMER_03083,ENT_003083,3440000,9.7,2020-12-13,Yes,3164800,2021-04-03,18,11,Creditworthy,5.62,0.66,Informal Lender,4,78.8,1,No,N/A,0.92,Good,Mechanization Loan,590
LOAN_0000742,FARMER_03085,ENT_003085,4530000,27.6,2016-08-26,Yes,4530000,2018-09-28,36,19,Creditworthy,4.84,0.58,Commercial Bank,0,63.0,6,No,N/A,1.0,Excellent,Asset Acquisition,648
