state,age,gender,education,household_size,farm_size_hectares,primary_crop,secondary_crop,livestock_type,farming_experience_years,has_bank_account,uses_mobile_money,monthly_income_naira,off_farm_income_naira,utility_payment_score,monthly_mobile_spend_naira,has_smartphone,has_previous_loan,last_loan_amount_naira,loan_product_type,repaid_last_loan_on_time,has_default_history,cooperative_member,cooperative_repayment_rate_percent,last_utility_payment_date,last_rent_payment_date,social_media_usage,ecommerce_activity,total_income,income_per_capita,farm_size_category
Plateau,37,Female,Secondary,12,8.5,Cocoa,Millet,Goats,2,False,True,41573,3432,335,9276,False,True,491828,Farm Inputs,False,True,True,99,2025-04-10,2025-04-21,None,False,45005,3750.4166666666665,Medium (5-10ha)
Edo,29,Female,None,12,4.14,Soybean,Sorghum,Fish Farming,2,True,True,141080,51089,620,9722,True,False,0,None,False,False,True,72,2025-03-04,2025-03-10,None,True,192169,16014.083333333334,Small (1-5ha)
Ekiti,33,Male,Secondary,12,3.17,Sesame,Vegetables,Fish Farming,7,True,False,58195,13230,504,4675,False,False,0,None,False,False,True,79,2025-02-13,2025-03-11,Low,True,71425,5952.083333333333,Small (1-5ha)
Kano,42,Female,None,9,5.06,Cocoa,Maize,Pigs,11,True,True,98665,7834,379,783,True,False,0,None,False,False,False,0,2025-03-30,2025-04-20,High,False,106499,11833.222222222223,Medium (5-10ha)
Plateau,53,Female,Tertiary,12,8.49,Oil Palm,Sesame,None,12,True,True,15539,8,845,9801,False,True,23695,Mechanization Services,True,False,True,85,2025-04-21,2025-04-26,Low,False,15547,1295.5833333333333,Medium (5-10ha)
Imo,65,Male,None,7,9.72,Rice,Yam,Cattle,32,True,True,160164,54125,367,4646,True,False,0,None,False,False,True,75,2025-04-12,2025-04-04,None,False,214289,30612.714285714286,Medium (5-10ha)
Kogi,40,Male,Secondary,7,6.25,Rubber,Cotton,Goats,10,False,True,64443,23961,419,3624,True,True,236388,Bundled Services,True,False,True,87,2025-03-13,2025-04-15,Medium,False,88404,12629.142857142857,Medium (5-10ha)
Lagos,43,Male,Tertiary,9,0.35,Rubber,Cassava,Cattle,18,True,True,188720,41432,510,1445,True,False,0,None,False,False,True,85,2025-02-09,2025-04-14,Low,True,230152,25572.444444444445,Subsistence (<1ha)
Rivers,35,Male,None,9,7.37,Groundnut,Oil Palm,Goats,15,True,False,13836,5917,690,8568,True,True,253507,Bundled Services,False,True,True,87,2025-03-02,2025-04-17,None,True,19753,2194.777777777778,Medium (5-10ha)
Taraba,59,Female,Secondary,2,4.85,Maize,Vegetables,Poultry,10,True,False,72032,22042,359,9160,False,True,412532,Farm Inputs,True,False,True,91,2025-04-28,2025-04-11,Medium,False,94074,47037.0,Small (1-5ha)
Zamfara,32,Female,Tertiary,9,4.4,Soybean,Rubber,Fish Farming,7,True,True,161496,15496,598,683,False,True,43748,Mechanization Services,True,False,True,85,2025-03-07,2025-04-01,Medium,True,176992,19665.777777777777,Small (1-5ha)
Benue,32,Female,Secondary,2,4.0,Yam,Cocoa,Sheep,7,False,False,19296,6853,399,8268,True,True,341714,Bundled Services,True,False,True,92,2025-04-02,2025-04-20,None,True,26149,13074.5,Small (1-5ha)
Katsina,21,Female,Primary,9,5.8,Soybean,Yam,Cattle,0,True,True,163812,48003,339,1615,True,False,0,None,False,False,True,74,2025-04-07,,Low,True,211815,23535.0,Medium (5-10ha)
Ogun,53,Male,Tertiary,7,7.78,Oil Palm,Millet,Pigs,19,True,False,109103,46663,765,1182,False,False,0,None,False,False,True,93,2025-02-14,2025-04-20,High,True,155766,22252.285714285714,Medium (5-10ha)
Nasarawa,32,Male,Primary,8,4.13,Millet,Groundnut,Pigs,11,False,True,74107,33692,375,4822,False,False,0,None,False,False,True,86,2025-03-31,2025-03-11,High,True,107799,13474.875,Small (1-5ha)
Bayelsa,63,Female,Tertiary,3,5.62,Cocoa,Millet,Sheep,31,True,True,44913,7709,752,5556,False,True,107342,Farm Inputs,True,False,False,0,2025-02-08,2025-04-28,Low,False,52622,17540.666666666668,Medium (5-10ha)
Ogun,36,Female,None,5,4.69,Maize,Soybean,None,12,False,True,63027,595,650,4543,True,True,391126,Farm Inputs,True,False,False,0,2025-03-31,2025-04-05,High,False,63622,12724.4,Small (1-5ha)
Sokoto,28,Male,Primary,9,3.91,Rice,Groundnut,Pigs,8,False,True,110644,19372,680,6205,False,True,36937,Farm Inputs,True,False,False,0,2025-05-05,2025-05-04,None,True,130016,14446.222222222223,Small (1-5ha)
Taraba,49,Female,None,2,6.4,Cocoa,Cassava,Pigs,4,True,True,100155,22955,595,1996,False,True,327122,Bundled Services,False,True,True,84,2025-02-22,2025-03-20,Medium,True,123110,61555.0,Medium (5-10ha)
Ekiti,52,Male,Secondary,10,8.62,Maize,Rice,Poultry,11,True,False,173016,54381,739,5913,False,False,0,None,False,False,False,0,2025-05-01,2025-04-11,None,False,227397,22739.7,Medium (5-10ha)
Enugu,62,Female,Secondary,1,4.87,Millet,Cowpea,Fish Farming,43,True,True,12719,1839,705,9315,True,True,223773,Farm Inputs,True,False,True,73,2025-02-14,2025-03-30,High,False,14558,14558.0,Small (1-5ha)
Ogun,48,Male,Primary,4,6.82,Cotton,Sorghum,Cattle,13,False,True,40240,3253,618,6930,True,True,175763,Farm Inputs,True,False,True,94,2025-02-10,2025-04-04,Medium,True,43493,10873.25,Medium (5-10ha)
Adamawa,54,Female,Tertiary,11,1.13,Rubber,Vegetables,Sheep,4,False,False,66274,1892,354,4139,True,False,0,None,False,False,False,0,2025-03-10,2025-03-22,None,False,68166,6196.909090909091,Small (1-5ha)
Plateau,33,Male,Tertiary,3,1.66,Rice,Cocoa,Sheep,2,True,False,87016,40919,589,1251,False,False,0,None,False,False,True,81,2025-04-14,2025-04-09,None,False,127935,42645.0,Small (1-5ha)
Plateau,43,Male,None,3,9.45,Oil Palm,Millet,Sheep,7,False,False,44028,21492,642,8941,False,False,0,None,False,False,True,75,2025-04-05,2025-04-28,High,False,65520,21840.0,Medium (5-10ha)
Delta,59,Male,Secondary,6,5.28,Oil Palm,Cowpea,Poultry,36,True,True,192672,1640,571,4261,True,False,0,None,False,False,True,95,2025-03-13,2025-03-21,None,False,194312,32385.333333333332,Medium (5-10ha)
Anambra,19,Female,Primary,1,2.73,Vegetables,Sesame,None,0,False,False,45418,15214,558,2885,False,False,0,None,False,False,True,91,2025-04-01,,High,False,60632,60632.0,Small (1-5ha)
Rivers,36,Male,Primary,10,4.22,Rubber,Soybean,Fish Farming,4,False,False,158552,50661,694,4451,False,True,56350,Farm Inputs,False,True,False,0,2025-03-03,2025-04-13,None,False,209213,20921.3,Small (1-5ha)
Kaduna,23,Male,Tertiary,7,5.79,Cassava,Oil Palm,None,2,True,False,131959,786,454,9783,False,False,0,None,False,False,False,0,2025-03-27,2025-03-08,High,True,132745,18963.571428571428,Medium (5-10ha)
Imo,42,Female,None,7,0.22,Millet,Cassava,Pigs,15,False,False,83512,19296,485,2597,True,True,495502,Farm Inputs,True,False,True,97,2025-03-05,2025-05-04,Medium,True,102808,14686.857142857143,Subsistence (<1ha)
Akwa Ibom,48,Male,None,3,3.57,Cassava,Vegetables,Poultry,14,False,True,72535,12337,564,7398,True,False,0,None,False,False,True,96,2025-04-20,2025-04-05,High,False,84872,28290.666666666668,Small (1-5ha)
Kogi,18,Female,None,2,9.91,Cowpea,Soybean,Cattle,0,True,False,21287,8736,660,9125,False,False,0,None,False,False,True,96,2025-03-17,,High,True,30023,15011.5,Medium (5-10ha)
Adamawa,59,Male,None,1,7.33,Groundnut,Cowpea,Goats,12,False,False,122013,23652,364,8825,False,False,0,None,False,False,True,99,2025-05-05,2025-03-18,Medium,False,145665,145665.0,Medium (5-10ha)
Nasarawa,42,Male,None,3,1.45,Oil Palm,Cassava,Fish Farming,20,False,False,113888,28256,754,8055,False,False,0,None,False,False,True,74,2025-02-26,2025-03-10,Low,False,142144,47381.333333333336,Small (1-5ha)
Borno,19,Male,None,9,0.84,Yam,Cotton,Cattle,1,False,True,73009,12273,373,5350,False,False,0,None,False,False,True,100,2025-04-21,,High,True,85282,9475.777777777777,Subsistence (<1ha)
Edo,56,Female,Primary,4,3.64,Tomato,Vegetables,None,17,False,True,163897,12246,322,9279,True,False,0,None,False,False,True,97,2025-03-22,2025-05-05,None,False,176143,44035.75,Small (1-5ha)
Niger,42,Male,None,11,5.05,Oil Palm,Sesame,Poultry,10,True,False,165695,11279,587,2592,True,False,0,None,False,False,True,71,2025-03-14,2025-04-28,None,False,176974,16088.545454545454,Medium (5-10ha)
Kwara,52,Female,None,9,4.04,Tomato,Maize,None,23,False,False,181371,43933,590,6578,True,False,0,None,False,False,True,90,2025-03-25,2025-03-28,High,False,225304,25033.777777777777,Small (1-5ha)
Lagos,54,Male,None,9,4.3,Millet,Cocoa,Goats,31,False,True,183694,2216,483,5763,False,True,234228,Farm Inputs,True,False,True,76,2025-05-05,2025-04-22,Medium,True,185910,20656.666666666668,Small (1-5ha)
Lagos,28,Female,Secondary,7,6.93,Cassava,None,Goats,6,False,False,144738,33829,806,9800,False,False,0,None,False,False,True,78,2025-02-27,2025-03-13,None,False,178567,25509.571428571428,Medium (5-10ha)
Kebbi,33,Male,Secondary,5,0.32,Vegetables,Maize,Fish Farming,6,False,True,98423,42737,828,6192,False,False,0,None,False,False,True,93,2025-02-07,2025-03-11,High,False,141160,28232.0,Subsistence (<1ha)
Kano,21,Male,Tertiary,10,8.49,Cocoa,Cassava,Goats,0,True,True,35975,10499,356,6141,True,True,437324,Bundled Services,True,False,True,89,2025-02-25,,Low,False,46474,4647.4,Medium (5-10ha)
Plateau,18,Male,None,7,1.97,Sorghum,Cowpea,Goats,0,False,True,110350,4254,743,1198,True,False,0,None,False,False,True,91,2025-04-25,,High,False,114604,16372.0,Small (1-5ha)
Benue,59,Female,Primary,12,9.73,Sesame,Maize,Cattle,34,True,True,134974,43779,446,5625,True,False,0,None,False,False,True,82,2025-04-07,2025-03-11,None,False,178753,14896.083333333334,Medium (5-10ha)
Bauchi,39,Female,Secondary,9,8.36,Rubber,Millet,Goats,13,False,True,12353,773,483,4462,True,True,170320,Mechanization Services,False,True,False,0,2025-04-12,2025-03-08,None,True,13126,1458.4444444444443,Medium (5-10ha)
Delta,60,Female,None,5,6.88,Millet,Cassava,None,42,False,False,65982,25821,310,8755,True,True,51473,Farm Inputs,False,True,True,77,2025-04-21,2025-03-31,High,False,91803,18360.6,Medium (5-10ha)
Adamawa,39,Female,None,11,5.34,Groundnut,Maize,Cattle,8,False,False,71448,3012,791,3007,False,False,0,None,False,False,True,74,2025-03-07,2025-04-21,High,False,74460,6769.090909090909,Medium (5-10ha)
Zamfara,46,Male,Tertiary,6,6.73,Cocoa,Rice,Poultry,16,True,True,24245,632,471,1454,False,False,0,None,False,False,False,0,2025-04-23,2025-04-11,None,False,24877,4146.166666666667,Medium (5-10ha)
Enugu,31,Male,Primary,11,1.76,Vegetables,Yam,Sheep,2,True,False,58472,28147,758,6225,True,True,135593,Bundled Services,True,False,True,91,2025-02-09,2025-04-11,Medium,False,86619,7874.454545454545,Small (1-5ha)
Enugu,30,Female,Primary,7,4.56,Yam,Sorghum,Pigs,11,False,True,11672,4504,758,2508,True,False,0,None,False,False,True,74,2025-03-22,2025-04-22,Medium,False,16176,2310.8571428571427,Small (1-5ha)
Kaduna,44,Female,Tertiary,10,1.04,Groundnut,Oil Palm,Pigs,7,True,True,84448,6463,464,9991,False,True,304841,Farm Inputs,True,False,True,91,2025-04-27,2025-04-18,Medium,True,90911,9091.1,Small (1-5ha)
Zamfara,58,Male,None,7,1.65,Sorghum,Cocoa,None,26,False,False,96431,12102,449,6140,False,True,110807,Farm Inputs,True,False,True,72,2025-03-20,2025-03-16,Medium,False,108533,15504.714285714286,Small (1-5ha)
Plateau,25,Male,Secondary,11,6.98,Soybean,Groundnut,Goats,2,False,True,136703,24729,561,2928,False,False,0,None,False,False,True,71,2025-02-06,2025-03-28,None,True,161432,14675.636363636364,Medium (5-10ha)
Taraba,57,Male,Secondary,9,9.9,Rubber,Groundnut,Sheep,31,True,True,108370,28446,702,7896,True,True,67445,Farm Inputs,False,True,True,73,2025-03-08,2025-04-12,Medium,False,136816,15201.777777777777,Medium (5-10ha)
Oyo,38,Female,None,10,0.65,Rice,Soybean,Sheep,16,True,True,108222,11831,365,8288,False,True,128743,Farm Inputs,True,False,False,0,2025-03-11,2025-03-30,Medium,False,120053,12005.3,Subsistence (<1ha)
Kano,33,Male,Secondary,3,3.84,Cowpea,Tomato,Cattle,3,True,False,72608,31443,596,4625,False,False,0,None,False,False,True,77,2025-04-24,2025-05-01,Medium,False,104051,34683.666666666664,Small (1-5ha)
Kaduna,22,Female,Primary,10,2.22,Tomato,Sesame,Goats,2,True,False,174351,4331,708,4968,True,True,495499,Bundled Services,True,False,False,0,2025-02-05,,High,False,178682,17868.2,Small (1-5ha)
Oyo,19,Female,Primary,8,3.93,Cocoa,Rubber,None,1,False,False,123617,44710,669,1724,False,False,0,None,False,False,True,99,2025-03-13,,High,True,168327,21040.875,Small (1-5ha)
Bayelsa,37,Female,Primary,9,2.6,Maize,Cotton,Sheep,12,True,False,6760,2730,745,6615,False,True,139485,Farm Inputs,True,False,True,92,2025-02-26,2025-03-07,None,False,9490,1054.4444444444443,Small (1-5ha)
Sokoto,48,Female,None,5,6.68,Cassava,Millet,Poultry,20,False,False,80594,26109,551,5456,True,False,0,None,False,False,False,0,2025-02-14,2025-04-13,High,True,106703,21340.6,Medium (5-10ha)
Kogi,56,Female,Secondary,10,9.33,Rubber,Tomato,Pigs,16,False,True,22899,1003,596,5257,True,False,0,None,False,False,False,0,2025-03-17,2025-04-19,Low,False,23902,2390.2,Medium (5-10ha)
Abia,24,Female,Tertiary,5,7.99,Sesame,Maize,Poultry,2,False,True,10416,747,696,5335,True,True,316906,Bundled Services,False,True,True,76,2025-05-04,2025-03-24,Low,False,11163,2232.6,Medium (5-10ha)
Enugu,47,Male,Tertiary,1,9.18,Soybean,Maize,Fish Farming,20,True,True,125141,36788,815,6035,False,True,260430,Farm Inputs,True,False,False,0,2025-04-25,2025-03-23,Medium,False,161929,161929.0,Medium (5-10ha)
Benue,38,Male,Primary,1,5.45,Rubber,Cowpea,Goats,10,False,True,189993,34908,730,741,True,True,352974,Bundled Services,False,True,True,76,2025-04-28,2025-04-29,Low,False,224901,224901.0,Medium (5-10ha)
Yobe,20,Female,Tertiary,1,1.25,Yam,Sorghum,None,1,True,False,10662,3907,338,2415,True,True,85383,Farm Inputs,True,False,True,71,2025-03-21,,Medium,False,14569,14569.0,Small (1-5ha)
Nasarawa,49,Female,Secondary,9,1.52,Cowpea,Maize,Fish Farming,17,True,False,155279,49997,343,3030,True,False,0,None,False,False,True,84,2025-04-10,2025-03-17,Medium,False,205276,22808.444444444445,Small (1-5ha)
Niger,36,Male,None,10,6.85,Oil Palm,Yam,Cattle,16,False,False,68810,18363,506,6061,True,True,468097,Bundled Services,False,True,True,87,2025-03-03,2025-03-17,High,False,87173,8717.3,Medium (5-10ha)
Abia,38,Female,None,7,0.31,Cassava,Sesame,Pigs,3,True,True,104725,50732,302,4159,True,False,0,None,False,False,False,0,2025-02-25,2025-03-12,Medium,False,155457,22208.14285714286,Subsistence (<1ha)
Jigawa,33,Female,Tertiary,10,0.12,Cotton,Oil Palm,Cattle,3,True,False,114646,32967,584,4909,True,False,0,None,False,False,True,93,2025-02-15,2025-04-03,Low,True,147613,14761.3,Subsistence (<1ha)
Sokoto,27,Male,Secondary,12,5.63,Soybean,Millet,Sheep,1,False,True,180361,42713,658,3518,True,True,124128,Farm Inputs,True,False,True,80,2025-03-31,2025-05-01,Low,True,223074,18589.5,Medium (5-10ha)
Kebbi,18,Female,Secondary,7,3.68,Cotton,Tomato,Pigs,0,True,False,126419,23575,698,7694,False,True,279321,Bundled Services,True,False,False,0,2025-02-12,,None,False,149994,21427.714285714286,Small (1-5ha)
Ebonyi,35,Female,Secondary,11,5.94,Tomato,Soybean,Poultry,5,False,False,154235,66071,728,5817,False,True,80097,Bundled Services,False,True,True,72,2025-04-28,2025-04-09,None,False,220306,20027.81818181818,Medium (5-10ha)
Delta,59,Male,Secondary,9,9.17,Rice,Millet,Goats,6,False,True,28712,3083,683,1571,False,True,231320,Farm Inputs,True,False,True,81,2025-05-01,2025-04-03,Low,True,31795,3532.777777777778,Medium (5-10ha)
Yobe,42,Female,None,1,7.97,Millet,Tomato,Cattle,16,False,False,190294,93259,339,1022,False,True,440890,Mechanization Services,False,True,True,81,2025-04-09,2025-04-12,Medium,True,283553,283553.0,Medium (5-10ha)
Edo,37,Female,Tertiary,4,4.12,Cowpea,Maize,Sheep,7,True,False,51079,14294,414,5871,True,False,0,None,False,False,False,0,2025-03-28,2025-04-14,None,False,65373,16343.25,Small (1-5ha)
Rivers,26,Male,None,12,2.57,Vegetables,Cotton,Sheep,4,True,True,87219,21055,840,7781,True,True,204340,Bundled Services,True,False,False,0,2025-03-16,2025-03-16,Low,True,108274,9022.833333333334,Small (1-5ha)
Ekiti,59,Male,Primary,11,6.5,Cassava,Rice,Cattle,39,False,False,12657,1619,617,9223,True,False,0,None,False,False,True,97,2025-02-20,2025-03-17,None,False,14276,1297.8181818181818,Medium (5-10ha)
Katsina,56,Male,Secondary,2,1.46,Millet,Cocoa,None,16,True,True,59175,12144,811,6387,True,True,368881,Farm Inputs,False,True,True,100,2025-03-24,2025-05-04,High,False,71319,35659.5,Small (1-5ha)
Gombe,55,Female,Secondary,9,0.15,Rubber,Rice,Poultry,28,False,True,199106,21589,713,7264,False,True,26246,Mechanization Services,False,True,True,75,2025-03-22,2025-04-02,Low,True,220695,24521.666666666668,Subsistence (<1ha)
Taraba,61,Male,None,8,6.52,Rice,None,None,31,True,False,186448,130,598,9707,False,False,0,None,False,False,False,0,2025-03-27,2025-05-02,None,False,186578,23322.25,Medium (5-10ha)
Bayelsa,61,Male,Primary,3,6.77,Cassava,Sesame,Fish Farming,24,True,True,43015,14234,434,6408,True,True,437157,Mechanization Services,True,False,True,93,2025-04-08,2025-04-20,Low,False,57249,19083.0,Medium (5-10ha)
Ondo,27,Male,Tertiary,3,3.69,Maize,Cotton,Cattle,8,True,False,97360,10281,338,5905,False,False,0,None,False,False,True,85,2025-03-24,2025-03-18,None,False,107641,35880.333333333336,Small (1-5ha)
Ebonyi,45,Male,Tertiary,8,3.22,Oil Palm,Groundnut,Fish Farming,23,False,True,176530,36142,384,8219,True,True,262761,Farm Inputs,False,True,True,95,2025-05-02,2025-03-24,Low,False,212672,26584.0,Small (1-5ha)
Kwara,59,Male,Tertiary,4,8.22,Rice,Yam,Fish Farming,28,True,False,89572,11683,537,786,False,True,98589,Mechanization Services,True,False,True,85,2025-04-05,2025-04-01,None,True,101255,25313.75,Medium (5-10ha)
Cross River,22,Female,Tertiary,11,4.82,Oil Palm,Vegetables,Cattle,0,False,False,46095,6343,517,7104,True,True,495900,Mechanization Services,True,False,False,0,2025-05-05,,Low,True,52438,4767.090909090909,Small (1-5ha)
Plateau,57,Male,Tertiary,7,9.46,Soybean,None,Pigs,4,True,True,52901,23604,761,2125,True,True,226346,Mechanization Services,True,False,True,98,2025-04-13,2025-03-22,Low,True,76505,10929.285714285714,Medium (5-10ha)
Kwara,53,Male,Tertiary,4,3.78,Maize,Tomato,Goats,29,False,True,103871,18425,442,3023,True,True,401988,Bundled Services,False,True,False,0,2025-02-11,2025-03-14,Low,False,122296,30574.0,Small (1-5ha)
Nasarawa,65,Male,Secondary,11,7.35,Tomato,Sesame,None,29,False,True,41328,5775,605,2363,True,False,0,None,False,False,False,0,2025-03-23,2025-04-16,Low,False,47103,4282.090909090909,Medium (5-10ha)
Kebbi,46,Male,None,12,5.38,Cotton,Cassava,None,23,False,True,199592,71,320,3946,False,True,323559,Mechanization Services,True,False,False,0,2025-05-01,2025-04-15,Low,False,199663,16638.583333333332,Medium (5-10ha)
Kaduna,38,Male,Secondary,5,3.81,Cassava,Yam,Sheep,9,True,False,71057,20513,830,6863,False,False,0,None,False,False,False,0,2025-02-05,2025-03-18,High,True,91570,18314.0,Small (1-5ha)
Ogun,34,Female,Tertiary,3,3.92,Groundnut,Sorghum,Fish Farming,13,True,False,97917,15179,544,5026,False,False,0,None,False,False,True,86,2025-04-26,2025-04-24,None,True,113096,37698.666666666664,Small (1-5ha)
Rivers,40,Female,Tertiary,6,5.77,Cassava,Cocoa,None,22,True,True,103860,10544,596,575,False,True,80913,Farm Inputs,False,True,False,0,2025-03-15,2025-03-27,Low,False,114404,19067.333333333332,Medium (5-10ha)
Abia,43,Female,Tertiary,3,0.28,Sorghum,Cowpea,Poultry,15,False,False,166318,56979,377,4768,False,True,168613,Mechanization Services,True,False,True,80,2025-05-01,2025-04-06,Low,True,223297,74432.33333333333,Subsistence (<1ha)
Ogun,38,Female,Primary,4,9.5,Oil Palm,Rice,Pigs,0,True,False,17291,5782,662,8468,False,True,383300,Bundled Services,True,False,True,81,2025-02-09,2025-04-15,High,False,23073,5768.25,Medium (5-10ha)
Jigawa,36,Male,Tertiary,7,4.26,Maize,Cassava,Goats,18,True,False,13422,2373,578,2210,False,True,341015,Farm Inputs,True,False,True,71,2025-04-17,2025-03-13,High,False,15795,2256.4285714285716,Small (1-5ha)
Edo,22,Female,Secondary,3,2.95,Maize,Cassava,None,3,True,False,31720,9573,828,8060,False,False,0,None,False,False,True,72,2025-03-09,,High,True,41293,13764.333333333334,Small (1-5ha)
Katsina,36,Male,None,10,6.27,Sesame,Soybean,Fish Farming,8,False,True,149143,67453,328,3606,True,False,0,None,False,False,True,83,2025-03-20,2025-04-04,None,False,216596,21659.6,Medium (5-10ha)
Taraba,64,Female,None,4,9.77,Tomato,Cocoa,Pigs,22,True,False,100007,10207,367,5284,True,True,304641,Mechanization Services,True,False,False,0,2025-03-07,2025-03-23,High,False,110214,27553.5,Medium (5-10ha)
Ogun,32,Female,Secondary,2,0.25,Sorghum,Millet,Goats,14,True,False,85590,825,662,2677,False,False,0,None,False,False,True,98,2025-03-10,2025-05-03,High,False,86415,43207.5,Subsistence (<1ha)
Osun,54,Male,Secondary,4,6.79,Soybean,Millet,Goats,24,False,False,92964,19283,376,1204,True,False,0,None,False,False,False,0,2025-02-07,2025-03-24,Low,False,112247,28061.75,Medium (5-10ha)
Yobe,44,Male,Primary,6,6.05,Cowpea,Vegetables,Fish Farming,11,False,True,89880,39076,658,808,False,True,412160,Farm Inputs,False,True,False,0,2025-04-16,2025-05-02,Medium,False,128956,21492.666666666668,Medium (5-10ha)
Bayelsa,46,Male,Primary,11,2.22,Maize,Sorghum,Goats,8,True,False,31000,8841,645,5247,True,True,388926,Mechanization Services,True,False,True,73,2025-03-10,2025-03-25,High,False,39841,3621.909090909091,Small (1-5ha)
