Loan_ID,Farmer_ID,Enterprise_ID,Loan_Amount,Interest_Rate,Loan_Date,Loan_Use_Status,Loan_Repayment_Amount,Repayment_Date,Duration_Months,Loan_Use_Duration,Credit_Worthiness_Status,Loan_Asset_Ratio,OpEx_Income_Ratio,Loan_Source,Loan_Supervision_Frequency,Distance_to_Lender,Disbursement_Lag,Has_Defaulted,Default_Reason
LOAN_0004415,FARMER_02254,ENT_004489,95000,5.1,2021-04-25,Yes,102268,2022-10-17,18,10,Creditworthy,0.01,0.5,Cooperative,2,31.9,0,No,N/A
LOAN_0004416,FARMER_02254,ENT_004490,500000,27.8,2024-05-17,No,328155,2024-07-16,24,16,Non-creditworthy,0.01,0.78,Cooperative,3,86.0,6,Yes,Illness of Farmer
LOAN_0004417,FARMER_02255,ENT_004492,225000,17.4,2023-12-22,Yes,66155,,36,24,Creditworthy,0.0,0.79,Microfinance Bank,2,83.2,2,No,N/A
LOAN_0004418,FARMER_02255,ENT_004492,275000,15.6,2024-12-23,No,183510,,36,19,Creditworthy,0.0,0.79,Family/Friends,3,61.1,1,No,N/A
LOAN_0004419,FARMER_02255,ENT_004493,85000,22.1,2020-08-25,No,103785,2021-08-20,12,2,Creditworthy,0.0,0.55,Informal Lender,2,40.5,2,No,N/A
LOAN_0004420,FARMER_02257,ENT_004495,250000,26.8,2016-10-04,No,384000,2018-09-24,24,14,Non-creditworthy,0.19,0.77,Family/Friends,3,31.2,0,No,N/A
LOAN_0004421,FARMER_02257,ENT_004495,570000,22.7,2015-08-01,No,248226,2015-08-31,6,2,Non-creditworthy,0.44,0.77,Microfinance Bank,1,34.5,3,Yes,Pest Attack
LOAN_0004422,FARMER_02257,ENT_004496,1740000,6.1,2024-03-15,Yes,1846140,2025-03-10,12,9,Creditworthy,0.05,0.54,Cooperative,1,86.1,2,No,N/A
LOAN_0004423,FARMER_02257,ENT_004497,1000000,8.2,2015-03-11,No,1123000,2016-09-01,18,9,Non-creditworthy,0.38,0.66,Cooperative,0,21.9,1,No,N/A
LOAN_0004424,FARMER_02257,ENT_004497,1020000,34.2,2016-09-28,Yes,1194420,2017-03-27,6,2,Non-creditworthy,0.38,0.66,Microfinance Bank,2,86.6,0,No,N/A
LOAN_0004425,FARMER_02258,ENT_004498,870000,15.7,2020-07-08,Yes,1279770,2023-06-23,36,2,Creditworthy,0.01,0.49,Informal Lender,3,51.1,1,No,N/A
LOAN_0004426,FARMER_02258,ENT_004498,225000,10.7,2024-05-05,Yes,91168,2024-06-04,6,6,Non-creditworthy,0.0,0.49,Informal Lender,1,64.9,6,Yes,Pest Attack
LOAN_0004427,FARMER_02260,ENT_004500,440000,11.0,2024-10-18,Yes,242501,2026-03-12,36,24,Non-creditworthy,0.02,0.52,Bank of Agriculture,1,75.0,0,Yes,Pest Attack
LOAN_0004428,FARMER_02260,ENT_004500,210000,17.6,2023-02-23,No,265440,2024-08-16,18,17,Non-creditworthy,0.01,0.52,Cooperative,2,2.4,6,No,N/A
LOAN_0004429,FARMER_02261,ENT_004502,20000,19.7,2024-10-25,No,12987,2025-09-20,36,20,Non-creditworthy,0.0,0.6,Cooperative,1,39.6,4,Yes,Other
LOAN_0004430,FARMER_02261,ENT_004503,230000,12.0,2022-04-06,No,271400,2023-09-28,18,8,Non-creditworthy,0.01,0.77,Bank of Agriculture,2,20.1,2,No,N/A
LOAN_0004431,FARMER_02262,ENT_004504,405000,16.1,2023-08-17,Yes,155400,,36,19,Non-creditworthy,0.0,0.53,Bank of Agriculture,1,22.9,3,No,N/A
LOAN_0004432,FARMER_02263,ENT_004507,65000,20.7,2020-09-11,No,85182,2022-03-05,18,4,Non-creditworthy,0.0,0.56,Government Program,0,49.6,3,No,N/A
LOAN_0004433,FARMER_02263,ENT_004507,400000,23.8,2024-06-11,Yes,78527,,24,5,Non-creditworthy,0.01,0.56,Family/Friends,3,75.0,1,No,N/A
LOAN_0004434,FARMER_02263,ENT_004508,1100000,9.6,2024-04-26,No,469764,,36,24,Non-creditworthy,0.06,0.46,Informal Lender,0,93.1,3,No,N/A
LOAN_0004435,FARMER_02263,ENT_004509,535000,29.1,2018-05-26,Yes,612842,2018-11-22,6,2,Creditworthy,0.01,0.48,Cooperative,0,55.7,6,No,N/A
LOAN_0004436,FARMER_02264,ENT_004510,165000,23.8,2018-11-07,Yes,184635,2019-05-06,6,2,Non-creditworthy,0.0,0.54,Microfinance Bank,5,60.8,2,No,N/A
LOAN_0004437,FARMER_02264,ENT_004511,445000,27.4,2018-01-26,Yes,215695,2018-09-23,18,9,Non-creditworthy,0.01,0.68,Microfinance Bank,0,31.5,4,Yes,Diversion of Funds
LOAN_0004438,FARMER_02264,ENT_004511,225000,23.5,2024-09-16,Yes,172785,,18,5,Creditworthy,0.01,0.68,Government Program,5,84.9,0,No,N/A
LOAN_0004439,FARMER_02264,ENT_004512,470000,29.7,2021-09-22,No,679385,2023-03-16,18,12,Non-creditworthy,0.44,0.51,Bank of Agriculture,1,74.0,4,No,N/A
LOAN_0004440,FARMER_02264,ENT_004512,570000,21.2,2024-01-02,No,690840,2024-12-27,12,11,Non-creditworthy,0.54,0.51,Government Program,2,95.6,5,No,N/A
LOAN_0004441,FARMER_02265,ENT_004513,375000,31.2,2024-02-08,No,492000,2025-02-02,12,12,Non-creditworthy,0.01,0.51,Cooperative,5,43.3,0,No,N/A
LOAN_0004442,FARMER_02265,ENT_004513,425000,13.6,2015-05-27,No,233128,2016-03-22,24,11,Non-creditworthy,0.01,0.51,Cooperative,0,27.1,4,Yes,Low/Poor Yield
LOAN_0004443,FARMER_02265,ENT_004514,690000,30.4,2024-12-13,Yes,317002,,24,23,Non-creditworthy,0.02,0.71,Family/Friends,5,68.5,1,No,N/A
LOAN_0004444,FARMER_02265,ENT_004515,270000,10.8,2016-07-28,Yes,105021,2017-05-24,24,20,Non-creditworthy,0.2,0.74,Cooperative,4,94.0,5,Yes,Diversion of Funds
LOAN_0004445,FARMER_02268,ENT_004518,170000,30.8,2015-06-09,Yes,248540,2016-11-30,18,3,Creditworthy,0.0,0.4,Commercial Bank,5,67.2,2,No,N/A
LOAN_0004446,FARMER_02268,ENT_004518,115000,29.0,2021-03-11,No,148350,2022-03-06,12,7,Creditworthy,0.0,0.4,Microfinance Bank,3,72.3,0,No,N/A
LOAN_0004447,FARMER_02268,ENT_004519,625000,16.3,2021-07-05,No,675937,2022-01-01,6,2,Creditworthy,0.01,0.57,Bank of Agriculture,5,4.3,3,No,N/A
LOAN_0004448,FARMER_02268,ENT_004519,265000,21.6,2018-04-18,Yes,350860,2019-10-10,18,4,Creditworthy,0.01,0.57,Government Program,1,89.3,1,No,N/A
LOAN_0004449,FARMER_02269,ENT_004521,375000,6.0,2023-10-01,Yes,386250,2024-03-29,6,4,Creditworthy,0.28,0.74,Family/Friends,4,34.8,4,No,N/A
LOAN_0004450,FARMER_02269,ENT_004522,75000,23.2,2016-03-10,No,92400,2017-03-05,12,12,Non-creditworthy,0.02,0.42,Informal Lender,3,67.7,6,No,N/A
LOAN_0004451,FARMER_02269,ENT_004522,25000,29.8,2017-04-16,Yes,28725,2017-10-13,6,1,Creditworthy,0.01,0.42,Bank of Agriculture,1,63.5,6,No,N/A
LOAN_0004452,FARMER_02269,ENT_004523,585000,17.0,2016-02-19,Yes,783900,2018-02-08,24,24,Non-creditworthy,0.27,0.75,Commercial Bank,2,92.8,6,No,N/A
LOAN_0004453,FARMER_02270,ENT_004524,195000,32.8,2023-01-02,No,258960,2023-12-28,12,12,Creditworthy,0.14,0.63,Bank of Agriculture,5,81.3,1,No,N/A
LOAN_0004454,FARMER_02270,ENT_004524,375000,7.9,2022-04-19,Yes,389813,2022-10-16,6,5,Creditworthy,0.27,0.63,Commercial Bank,2,87.9,4,No,N/A
LOAN_0004455,FARMER_02271,ENT_004525,155000,34.8,2023-12-23,No,79889,,36,3,Creditworthy,0.01,0.45,Family/Friends,0,54.2,2,No,N/A
LOAN_0004456,FARMER_02271,ENT_004526,520000,21.5,2018-08-12,Yes,855400,2021-07-27,36,28,Non-creditworthy,0.01,0.5,Bank of Agriculture,5,47.4,2,No,N/A
LOAN_0004457,FARMER_02271,ENT_004526,310000,19.9,2023-09-20,No,216411,,36,3,Non-creditworthy,0.01,0.5,Bank of Agriculture,2,46.2,6,No,N/A
LOAN_0004458,FARMER_02271,ENT_004527,210000,9.9,2016-10-12,Yes,241185,2018-04-05,18,17,Creditworthy,0.01,0.48,Microfinance Bank,0,62.6,3,No,N/A
LOAN_0004459,FARMER_02272,ENT_004528,195000,24.5,2021-04-01,No,266662,2022-09-23,18,3,Creditworthy,0.01,0.79,Government Program,1,47.7,3,No,N/A
LOAN_0004460,FARMER_02272,ENT_004528,145000,23.0,2019-07-13,Yes,195025,2021-01-03,18,2,Non-creditworthy,0.01,0.79,Microfinance Bank,2,30.2,3,No,N/A
LOAN_0004461,FARMER_02273,ENT_004529,905000,17.1,2018-10-19,Yes,1369265,2021-10-03,36,9,Creditworthy,0.04,0.69,Informal Lender,0,37.5,1,No,N/A
LOAN_0004462,FARMER_02273,ENT_004529,610000,34.5,2018-02-28,No,820450,2019-02-23,12,12,Creditworthy,0.03,0.69,Microfinance Bank,2,1.9,2,No,N/A
LOAN_0004463,FARMER_02274,ENT_004530,620000,15.5,2018-02-03,Yes,716100,2019-01-29,12,9,Creditworthy,0.56,0.53,Cooperative,1,65.4,0,No,N/A
LOAN_0004464,FARMER_02274,ENT_004531,55000,8.1,2024-10-20,Yes,6035,,18,1,Creditworthy,0.0,0.74,Commercial Bank,5,27.6,3,No,N/A
LOAN_0004465,FARMER_02274,ENT_004531,65000,22.8,2024-12-22,No,38580,,18,15,Creditworthy,0.0,0.74,Informal Lender,5,3.5,2,No,N/A
LOAN_0004466,FARMER_02275,ENT_004532,1100000,11.8,2019-02-13,No,1359600,2021-02-02,24,12,Creditworthy,0.02,0.65,Bank of Agriculture,1,64.2,1,No,N/A
LOAN_0004467,FARMER_02275,ENT_004533,610000,17.8,2021-12-22,No,664290,2022-06-20,6,5,Creditworthy,0.0,0.71,Microfinance Bank,2,80.4,3,No,N/A
LOAN_0004468,FARMER_02275,ENT_004533,1055000,10.3,2023-06-01,No,1217998,2024-11-22,18,17,Creditworthy,0.01,0.71,Informal Lender,5,37.8,1,No,N/A
LOAN_0004469,FARMER_02275,ENT_004534,190000,33.9,2020-06-23,No,28375,2023-01-09,36,15,Non-creditworthy,0.09,0.79,Informal Lender,2,14.3,1,Yes,Other
LOAN_0004470,FARMER_02275,ENT_004534,360000,7.8,2018-06-16,Yes,374040,2018-12-13,6,4,Creditworthy,0.18,0.79,Family/Friends,4,44.3,4,No,N/A
LOAN_0004471,FARMER_02276,ENT_004535,1205000,16.6,2018-01-24,Yes,704835,2018-04-24,24,23,Non-creditworthy,0.51,0.44,Commercial Bank,0,68.8,0,Yes,Policy Change
LOAN_0004472,FARMER_02276,ENT_004535,1315000,26.9,2023-05-20,No,649886,,36,2,Non-creditworthy,0.55,0.44,Commercial Bank,1,63.0,0,No,N/A
LOAN_0004473,FARMER_02277,ENT_004536,410000,6.9,2022-01-21,Yes,424145,2022-07-20,6,5,Creditworthy,0.34,0.71,Commercial Bank,4,72.2,5,No,N/A
LOAN_0004474,FARMER_02277,ENT_004536,160000,27.7,2017-03-07,Yes,182160,2017-09-03,6,6,Creditworthy,0.13,0.71,Family/Friends,2,44.7,6,No,N/A
LOAN_0004475,FARMER_02277,ENT_004537,55000,8.7,2019-07-23,No,24314,2019-08-22,6,6,Non-creditworthy,0.1,0.52,Commercial Bank,3,78.5,6,Yes,Pest Attack
LOAN_0004476,FARMER_02277,ENT_004537,305000,15.7,2023-06-06,No,227474,,36,18,Creditworthy,0.56,0.52,Informal Lender,0,31.4,4,No,N/A
LOAN_0004477,FARMER_02279,ENT_004540,255000,14.5,2017-11-01,No,291975,2018-10-27,12,6,Non-creditworthy,0.0,0.44,Cooperative,1,10.6,5,No,N/A
LOAN_0004478,FARMER_02279,ENT_004541,375000,34.4,2016-10-19,No,248295,2017-01-17,6,3,Non-creditworthy,0.01,0.76,Government Program,0,80.1,5,Yes,Input Price Hike
LOAN_0004479,FARMER_02279,ENT_004541,1310000,27.3,2022-04-04,Yes,1846445,2023-09-26,18,18,Creditworthy,0.03,0.76,Government Program,1,26.7,0,No,N/A
LOAN_0004480,FARMER_02280,ENT_004542,1835000,24.3,2020-01-21,No,3172715,2023-01-05,36,17,Creditworthy,0.08,0.72,Commercial Bank,2,34.4,2,No,N/A
LOAN_0004481,FARMER_02280,ENT_004542,1295000,16.0,2022-01-03,No,487817,2022-06-02,6,2,Non-creditworthy,0.06,0.72,Informal Lender,4,63.5,4,Yes,Policy Change
LOAN_0004482,FARMER_02280,ENT_004543,185000,13.4,2024-01-14,No,144176,,36,26,Non-creditworthy,0.39,0.48,Informal Lender,4,55.7,6,No,N/A
LOAN_0004483,FARMER_02281,ENT_004546,155000,23.4,2016-05-06,No,191270,2017-05-01,12,11,Non-creditworthy,0.32,0.44,Cooperative,4,38.1,6,No,N/A
LOAN_0004484,FARMER_02283,ENT_004548,115000,24.4,2023-12-09,Yes,51922,,24,17,Non-creditworthy,0.01,0.44,Informal Lender,2,82.1,3,No,N/A
LOAN_0004485,FARMER_02283,ENT_004549,790000,18.6,2024-12-21,No,157229,,18,5,Creditworthy,0.01,0.61,Informal Lender,5,43.1,2,No,N/A
LOAN_0004486,FARMER_02283,ENT_004549,750000,32.9,2018-03-10,No,1490250,2021-02-22,36,26,Non-creditworthy,0.0,0.61,Government Program,4,1.2,2,No,N/A
LOAN_0004487,FARMER_02284,ENT_004551,605000,32.7,2023-08-26,Yes,901752,2025-02-16,18,4,Non-creditworthy,0.01,0.54,Family/Friends,0,49.8,2,No,N/A
LOAN_0004488,FARMER_02286,ENT_004554,60000,27.7,2019-08-10,No,76620,2020-08-04,12,1,Creditworthy,0.0,0.52,Family/Friends,1,5.4,1,No,N/A
LOAN_0004489,FARMER_02286,ENT_004554,50000,9.9,2024-08-15,No,29335,2025-10-09,24,11,Non-creditworthy,0.0,0.52,Bank of Agriculture,1,4.2,4,Yes,Illness of Farmer
LOAN_0004490,FARMER_02286,ENT_004555,260000,25.5,2021-08-12,Yes,392600,2023-08-02,24,1,Non-creditworthy,0.27,0.52,Commercial Bank,2,99.7,3,No,N/A
LOAN_0004491,FARMER_02287,ENT_004556,450000,14.3,2022-05-22,No,578700,2024-05-11,24,18,Non-creditworthy,0.52,0.42,Commercial Bank,2,12.7,5,No,N/A
LOAN_0004492,FARMER_02287,ENT_004557,560000,30.6,2024-01-01,No,100649,,18,7,Non-creditworthy,0.02,0.61,Bank of Agriculture,2,25.7,4,No,N/A
LOAN_0004493,FARMER_02288,ENT_004558,1385000,17.0,2016-05-10,Yes,1620450,2017-05-05,12,8,Creditworthy,0.46,0.55,Cooperative,5,80.7,3,No,N/A
LOAN_0004494,FARMER_02289,ENT_004560,210000,31.7,2023-11-06,No,276570,2024-10-31,12,11,Creditworthy,0.04,0.68,Informal Lender,3,50.9,5,No,N/A
LOAN_0004495,FARMER_02289,ENT_004561,450000,12.4,2018-07-04,No,561600,2020-06-23,24,8,Creditworthy,0.01,0.47,Family/Friends,4,46.3,3,No,N/A
LOAN_0004496,FARMER_02289,ENT_004561,665000,18.1,2016-06-25,Yes,725182,2016-12-22,6,1,Creditworthy,0.02,0.47,Informal Lender,1,32.1,0,No,N/A
LOAN_0004497,FARMER_02289,ENT_004562,185000,32.4,2019-06-22,No,364820,2022-06-06,36,29,Creditworthy,0.29,0.59,Family/Friends,3,3.7,1,No,N/A
LOAN_0004498,FARMER_02289,ENT_004562,220000,9.9,2017-01-24,No,230890,2017-07-23,6,2,Creditworthy,0.34,0.59,Cooperative,1,88.5,2,No,N/A
LOAN_0004499,FARMER_02290,ENT_004564,635000,26.0,2020-01-11,No,717550,2020-07-09,6,1,Non-creditworthy,0.03,0.74,Informal Lender,2,9.7,1,No,N/A
LOAN_0004500,FARMER_02290,ENT_004564,415000,34.0,2024-09-02,Yes,277236,2025-06-29,18,16,Non-creditworthy,0.02,0.74,Bank of Agriculture,5,88.3,4,Yes,Illness of Farmer
LOAN_0004501,FARMER_02291,ENT_004566,100000,24.2,2024-04-15,Yes,52498,,18,17,Non-creditworthy,0.09,0.53,Microfinance Bank,3,26.8,2,No,N/A
LOAN_0004502,FARMER_02291,ENT_004566,620000,23.6,2022-01-14,No,839480,2023-07-08,18,17,Creditworthy,0.56,0.53,Cooperative,5,46.6,4,No,N/A
LOAN_0004503,FARMER_02291,ENT_004567,40000,27.8,2015-02-24,Yes,73360,2018-02-08,36,30,Non-creditworthy,0.4,0.57,Government Program,3,9.9,5,No,N/A
LOAN_0004504,FARMER_02291,ENT_004567,20000,30.5,2018-05-12,Yes,26100,2019-05-07,12,3,Non-creditworthy,0.2,0.57,Family/Friends,2,47.3,5,No,N/A
LOAN_0004505,FARMER_02292,ENT_004568,990000,33.8,2015-05-11,Yes,1993860,2018-04-25,36,18,Non-creditworthy,0.02,0.72,Bank of Agriculture,1,73.8,5,No,N/A
LOAN_0004506,FARMER_02293,ENT_004571,55000,9.4,2016-03-03,Yes,17238,2016-12-28,18,12,Non-creditworthy,0.03,0.53,Cooperative,2,49.8,2,Yes,Market Loss
LOAN_0004507,FARMER_02293,ENT_004571,95000,20.7,2018-07-27,No,114665,2019-07-22,12,8,Creditworthy,0.05,0.53,Microfinance Bank,4,56.3,0,No,N/A
LOAN_0004508,FARMER_02293,ENT_004572,210000,11.5,2019-02-19,Yes,105180,2020-01-15,36,35,Non-creditworthy,0.03,0.8,Commercial Bank,2,27.1,4,Yes,Illness of Farmer
LOAN_0004509,FARMER_02294,ENT_004575,350000,27.5,2022-06-13,Yes,542500,2024-06-02,24,22,Non-creditworthy,0.01,0.47,Commercial Bank,0,1.6,2,No,N/A
LOAN_0004510,FARMER_02295,ENT_004576,130000,31.6,2024-06-18,Yes,102261,,12,9,Creditworthy,0.01,0.54,Government Program,2,40.9,5,No,N/A
LOAN_0004511,FARMER_02296,ENT_004577,210000,27.7,2022-12-10,Yes,84466,,36,6,Creditworthy,0.0,0.68,Family/Friends,0,20.8,1,No,N/A
LOAN_0004512,FARMER_02296,ENT_004578,70000,28.3,2020-10-22,No,21276,2020-12-21,12,11,Non-creditworthy,0.01,0.72,Family/Friends,0,97.1,6,Yes,Other
LOAN_0004513,FARMER_02296,ENT_004578,120000,17.3,2015-07-07,No,161520,2017-06-26,24,4,Non-creditworthy,0.01,0.72,Commercial Bank,0,65.0,6,No,N/A
LOAN_0004514,FARMER_02296,ENT_004579,100000,8.2,2021-05-27,No,104100,2021-11-23,6,2,Creditworthy,0.01,0.72,Family/Friends,4,81.0,3,No,N/A
LOAN_0004515,FARMER_02296,ENT_004579,65000,24.9,2024-09-13,Yes,73092,2025-03-12,6,1,Non-creditworthy,0.01,0.72,Government Program,0,50.6,2,No,N/A
LOAN_0004516,FARMER_02297,ENT_004580,180000,27.7,2024-04-01,No,28449,,36,2,Creditworthy,0.1,0.53,Commercial Bank,2,48.0,6,No,N/A
LOAN_0004517,FARMER_02298,ENT_004582,480000,8.4,2024-10-03,Yes,108260,,24,15,Non-creditworthy,0.47,0.66,Bank of Agriculture,0,34.9,2,No,N/A
LOAN_0004518,FARMER_02298,ENT_004582,375000,11.3,2024-04-19,Yes,248998,2024-06-18,12,8,Non-creditworthy,0.36,0.66,Cooperative,0,77.9,3,Yes,Diversion of Funds
LOAN_0004519,FARMER_02299,ENT_004583,355000,28.8,2017-06-01,No,508360,2018-11-23,18,1,Creditworthy,0.01,0.42,Cooperative,2,30.5,4,No,N/A
LOAN_0004520,FARMER_02299,ENT_004584,650000,17.5,2023-03-04,Yes,427110,,36,2,Creditworthy,0.03,0.76,Microfinance Bank,0,99.1,4,No,N/A
LOAN_0004521,FARMER_02299,ENT_004585,85000,5.2,2024-05-24,No,4676,,18,16,Creditworthy,0.02,0.72,Family/Friends,1,82.6,0,No,N/A
LOAN_0004522,FARMER_02301,ENT_004588,130000,18.9,2016-08-04,Yes,179140,2018-07-25,24,3,Creditworthy,0.0,0.56,Family/Friends,5,80.1,6,No,N/A
LOAN_0004523,FARMER_02301,ENT_004589,380000,12.4,2022-12-12,Yes,450680,2024-06-04,18,5,Creditworthy,0.17,0.5,Cooperative,2,44.9,6,No,N/A
LOAN_0004524,FARMER_02301,ENT_004589,1060000,22.9,2021-10-24,Yes,1545480,2023-10-14,24,22,Creditworthy,0.48,0.5,Cooperative,0,55.2,6,No,N/A
LOAN_0004525,FARMER_02303,ENT_004591,215000,10.2,2017-10-23,No,258860,2019-10-13,24,13,Non-creditworthy,0.26,0.42,Family/Friends,4,47.0,2,No,N/A
LOAN_0004526,FARMER_02303,ENT_004591,300000,34.1,2016-06-09,Yes,453450,2017-12-01,18,7,Non-creditworthy,0.36,0.42,Cooperative,4,35.3,6,No,N/A
LOAN_0004527,FARMER_02303,ENT_004592,190000,7.1,2022-10-25,No,79329,,36,8,Creditworthy,0.39,0.71,Family/Friends,3,24.7,1,No,N/A
LOAN_0004528,FARMER_02303,ENT_004593,395000,20.4,2022-05-07,Yes,636740,2025-04-21,36,2,Non-creditworthy,0.43,0.41,Bank of Agriculture,1,37.1,2,No,N/A
LOAN_0004529,FARMER_02304,ENT_004595,295000,5.6,2020-09-25,Yes,319780,2022-03-19,18,14,Creditworthy,0.0,0.77,Commercial Bank,1,67.4,3,No,N/A
LOAN_0004530,FARMER_02304,ENT_004595,705000,22.1,2021-08-12,Yes,1172415,2024-07-27,36,21,Creditworthy,0.0,0.77,Informal Lender,5,11.6,4,No,N/A
LOAN_0004531,FARMER_02304,ENT_004596,240000,15.0,2020-10-15,Yes,348000,2023-09-30,36,2,Creditworthy,0.07,0.76,Family/Friends,5,18.5,3,No,N/A
LOAN_0004532,FARMER_02304,ENT_004596,445000,16.0,2024-08-27,No,234452,2024-10-26,36,10,Non-creditworthy,0.14,0.76,Cooperative,1,22.3,5,Yes,Low/Poor Yield
LOAN_0004533,FARMER_02305,ENT_004597,255000,32.4,2024-08-07,Yes,124240,,36,10,Non-creditworthy,0.0,0.75,Family/Friends,1,81.1,0,No,N/A
LOAN_0004534,FARMER_02305,ENT_004597,545000,15.3,2023-06-07,Yes,670078,2024-11-28,18,4,Creditworthy,0.01,0.75,Informal Lender,5,40.4,3,No,N/A
LOAN_0004535,FARMER_02305,ENT_004599,125000,27.3,2024-12-01,Yes,26564,,24,23,Creditworthy,0.22,0.45,Government Program,1,97.4,2,No,N/A
LOAN_0004536,FARMER_02307,ENT_004601,285000,25.0,2016-05-20,Yes,391875,2017-11-11,18,15,Creditworthy,0.02,0.69,Microfinance Bank,0,15.1,5,No,N/A
LOAN_0004537,FARMER_02307,ENT_004602,190000,31.3,2023-10-16,No,249470,2024-10-10,12,5,Creditworthy,0.47,0.68,Commercial Bank,4,80.1,4,No,N/A
LOAN_0004538,FARMER_02309,ENT_004605,65000,6.9,2016-07-10,Yes,44176,2017-02-05,12,10,Non-creditworthy,0.13,0.45,Commercial Bank,3,11.1,0,Yes,Input Price Hike
LOAN_0004539,FARMER_02310,ENT_004607,745000,12.7,2016-02-13,No,886923,2017-08-06,18,4,Creditworthy,0.37,0.72,Microfinance Bank,2,90.1,4,No,N/A
LOAN_0004540,FARMER_02310,ENT_004607,575000,5.8,2019-10-09,Yes,155387,2020-04-06,18,2,Non-creditworthy,0.28,0.72,Cooperative,3,42.3,2,Yes,Diversion of Funds
LOAN_0004541,FARMER_02311,ENT_004608,1020000,33.5,2021-04-20,Yes,1703400,2023-04-10,24,23,Non-creditworthy,0.03,0.45,Cooperative,3,65.3,6,No,N/A
LOAN_0004542,FARMER_02311,ENT_004609,80000,32.1,2022-02-04,No,157040,2025-01-19,36,19,Creditworthy,0.33,0.4,Microfinance Bank,5,13.7,6,No,N/A
LOAN_0004543,FARMER_02311,ENT_004610,75000,19.2,2024-05-22,No,59405,,36,17,Creditworthy,0.04,0.43,Informal Lender,2,97.5,0,No,N/A
LOAN_0004544,FARMER_02311,ENT_004610,60000,5.5,2022-01-22,Yes,61650,2022-07-21,6,2,Non-creditworthy,0.03,0.43,Commercial Bank,3,20.9,2,No,N/A
LOAN_0004545,FARMER_02313,ENT_004613,90000,27.5,2018-06-08,Yes,24075,2019-09-01,24,8,Non-creditworthy,0.02,0.73,Family/Friends,2,40.9,0,Yes,Input Price Hike
LOAN_0004546,FARMER_02313,ENT_004613,105000,15.6,2022-03-18,No,154140,2025-03-02,36,15,Non-creditworthy,0.02,0.73,Informal Lender,1,26.6,2,No,N/A
LOAN_0004547,FARMER_02313,ENT_004614,155000,19.5,2015-01-08,Yes,53096,2015-03-09,6,2,Non-creditworthy,0.0,0.78,Cooperative,5,20.5,2,Yes,Pest Attack
LOAN_0004548,FARMER_02313,ENT_004615,195000,28.0,2017-07-27,No,115542,2018-09-20,18,2,Non-creditworthy,0.32,0.52,Informal Lender,2,57.6,2,Yes,Low/Poor Yield
LOAN_0004549,FARMER_02313,ENT_004615,135000,31.7,2023-01-27,No,177795,2024-01-22,12,9,Non-creditworthy,0.22,0.52,Informal Lender,1,11.6,1,No,N/A
LOAN_0004550,FARMER_02314,ENT_004618,40000,26.4,2019-01-01,Yes,61120,2020-12-21,24,5,Creditworthy,0.0,0.8,Family/Friends,3,19.4,4,No,N/A
LOAN_0004551,FARMER_02314,ENT_004618,105000,21.2,2022-04-12,Yes,171780,2025-03-27,36,31,Non-creditworthy,0.01,0.8,Bank of Agriculture,1,49.4,0,No,N/A
LOAN_0004552,FARMER_02316,ENT_004620,235000,30.5,2024-01-18,No,37092,,24,10,Creditworthy,0.46,0.52,Microfinance Bank,2,59.9,2,No,N/A
LOAN_0004553,FARMER_02316,ENT_004620,265000,14.0,2022-05-08,Yes,339200,2024-04-27,24,21,Creditworthy,0.52,0.52,Informal Lender,5,45.0,2,No,N/A
LOAN_0004554,FARMER_02316,ENT_004621,505000,31.8,2023-07-03,Yes,138566,2023-11-30,18,1,Non-creditworthy,0.02,0.53,Informal Lender,1,34.5,5,Yes,Market Loss
LOAN_0004555,FARMER_02316,ENT_004621,495000,30.5,2022-10-25,No,570488,2023-04-23,6,1,Creditworthy,0.02,0.53,Informal Lender,0,57.8,4,No,N/A
LOAN_0004556,FARMER_02317,ENT_004622,360000,33.1,2015-10-09,Yes,479160,2016-10-03,12,5,Creditworthy,0.01,0.75,Bank of Agriculture,3,41.3,1,No,N/A
LOAN_0004557,FARMER_02317,ENT_004623,720000,32.0,2022-02-09,No,835200,2022-08-08,6,5,Non-creditworthy,0.01,0.52,Microfinance Bank,1,28.3,0,No,N/A
LOAN_0004558,FARMER_02317,ENT_004624,210000,22.9,2024-01-09,No,258090,2025-01-03,12,8,Non-creditworthy,0.01,0.54,Bank of Agriculture,3,27.3,3,No,N/A
LOAN_0004559,FARMER_02317,ENT_004624,185000,31.8,2022-04-12,Yes,214415,2022-10-09,6,4,Creditworthy,0.01,0.54,Family/Friends,4,81.7,6,No,N/A
LOAN_0004560,FARMER_02318,ENT_004626,690000,25.0,2024-04-07,No,346255,,18,13,Creditworthy,0.44,0.72,Microfinance Bank,3,25.9,1,No,N/A
LOAN_0004561,FARMER_02318,ENT_004626,175000,34.7,2022-02-14,No,235725,2023-02-09,12,11,Creditworthy,0.11,0.72,Family/Friends,0,54.0,3,No,N/A
LOAN_0004562,FARMER_02319,ENT_004627,90000,20.5,2015-03-01,No,126900,2017-02-18,24,24,Creditworthy,0.16,0.72,Microfinance Bank,0,57.8,0,No,N/A
LOAN_0004563,FARMER_02319,ENT_004628,685000,29.9,2020-07-09,No,1094630,2022-06-29,24,17,Non-creditworthy,0.32,0.65,Informal Lender,0,78.8,6,No,N/A
