monthly_mobile_spend_naira,post_harvest_loss_perc,distance_to_market_km,distance_to_bank_km,percentage_sold_unprocessed,percentage_consumed,income_per_capita_ngn,annual_farm_revenue_ngn,annual_farm_yield_tons_per_ha,farm_size_ha,farming_experience_years,age,education_category,primary_crop,mobile_money_usage_frequency,creditworthiness_category,mobile_money_activity_score_1_10,cooperative_repayment_rate_percent,prior_loan_repayment_rate,has_off_farm_income,credit_score,gender,has_land_title,has_weather_insurance,smartphone_owner,cooperative_member,has_prior_loan,household_size
3088,31.95,33.9,27.8,7.1,18.1,50667.0,152000.0,1.91,0.42,28,44,Primary Complete,Sorghum,Never,Poor,1,0,0.0,False,553,Male,False,False,True,False,False,3
4848,27.8,43.4,92.4,17.0,35.8,173000.0,1392000.0,11.3,0.44,37,54,Secondary Incomplete,Yam,Daily,Good,5,0,0.0,True,654,Male,False,False,True,False,False,9
4528,37.19,42.5,95.2,25.3,40.7,42222.0,380000.0,11.33,0.28,10,55,Primary Incomplete,Cassava,Weekly,Good,6,82,0.74,False,620,Male,False,False,True,True,True,9
731,30.57,15.6,118.7,27.1,21.9,32500.0,195000.0,0.62,0.21,16,32,Secondary Incomplete,Cocoa,Never,Fair,1,92,0.0,False,592,Male,False,True,False,True,False,6
420,19.97,44.3,79.5,23.2,23.1,1220667.0,7324000.0,10.15,3.28,7,23,No Formal Education,Plantain,Never,Fair,1,83,0.0,False,561,Male,False,False,False,True,False,6
3150,5.14,17.0,12.3,21.4,26.0,111833.0,956000.0,1.19,2.01,28,44,Secondary Complete,Beans,Daily,Very Good,7,0,0.76,True,689,Female,False,False,True,False,True,12
1011,5.42,66.4,149.6,31.7,10.8,93500.0,374000.0,1.2,0.69,27,48,OND/NCE,Groundnut,Never,Fair,1,77,0.0,False,613,Male,False,False,False,True,False,4
638,40.75,55.0,90.5,21.0,27.0,111625.0,784000.0,1.34,1.46,17,34,No Formal Education,Cowpea,Never,Fair,1,0,0.83,True,618,Female,False,False,False,False,True,8
1433,17.85,37.8,85.1,7.0,17.7,91667.0,201000.0,2.73,0.39,21,37,No Formal Education,Sorghum,Rarely,Excellent,9,75,0.94,True,760,Male,False,False,True,True,True,3
734,31.09,69.9,81.1,20.3,20.7,62308.0,600000.0,4.81,0.25,7,29,Primary Complete,Oil Palm,Never,Fair,1,64,0.0,True,601,Female,False,False,False,True,False,13
371,8.58,1.3,1.0,23.3,28.0,285333.0,496000.0,1.17,1.06,6,22,Secondary Complete,Cowpea,Never,Good,1,0,0.0,True,639,Male,False,False,False,False,False,3
549,28.63,44.0,57.9,28.2,27.6,63643.0,566000.0,2.86,0.99,18,39,OND/NCE,Maize,Never,Very Good,1,64,0.0,True,696,Male,False,False,False,True,False,14
4358,41.36,68.0,90.1,23.9,26.3,3612250.0,14221000.0,17.92,2.48,6,22,Secondary Incomplete,Vegetables,Never,Fair,1,0,0.0,True,606,Female,False,False,True,False,False,4
733,41.85,34.3,6.3,17.7,28.6,162667.0,488000.0,0.99,1.23,34,50,Secondary Incomplete,Beans,Never,Good,1,66,0.0,False,640,Male,False,False,False,True,False,3
562,37.41,50.2,16.3,7.7,19.6,39071.0,547000.0,1.84,1.65,1,17,Secondary Incomplete,Millet,Never,Poor,1,80,0.0,False,537,Male,False,False,False,True,False,14
590,44.93,60.5,24.7,20.3,33.4,2833750.0,11136000.0,14.73,2.7,27,43,Secondary Complete,Yam,Daily,Excellent,6,98,0.71,True,745,Female,False,False,True,True,True,4
1176,27.36,43.9,120.7,29.0,8.2,94750.0,318000.0,2.46,0.37,40,60,Primary Incomplete,Rice,Never,Good,1,100,0.92,True,659,Male,False,False,False,True,True,4
5392,24.81,51.7,30.7,21.1,22.1,1211900.0,12043000.0,18.43,2.97,22,38,No Formal Education,Plantain,Never,Poor,1,0,0.48,True,492,Female,False,False,True,False,True,10
268,8.06,46.2,66.7,22.9,8.9,32667.0,294000.0,2.81,0.3,40,60,No Formal Education,Rice,Never,Good,1,0,0.0,False,635,Male,False,True,False,False,False,9
539,12.14,6.8,74.9,36.5,7.9,71500.0,572000.0,1.51,0.84,1,49,HND/BSc,Groundnut,Rarely,Fair,3,0,0.0,False,570,Male,False,False,True,False,False,8
1011,23.19,27.2,10.5,22.1,25.3,115273.0,1158000.0,3.0,1.93,6,22,Primary Complete,Maize,Monthly,Good,5,62,0.0,True,652,Male,False,False,True,True,False,11
124,26.35,25.2,62.0,21.7,23.3,290400.0,1452000.0,2.12,1.71,24,40,Primary Complete,Beans,Never,Fair,1,87,0.0,False,600,Female,False,False,False,True,False,5
526,8.86,38.6,68.6,17.8,25.9,141692.0,1592000.0,1.6,2.49,19,36,Secondary Complete,Beans,Never,Very Good,1,0,0.93,True,660,Male,True,False,False,False,True,13
749,34.6,22.1,69.5,23.5,23.6,133571.0,1748000.0,1.14,3.83,5,21,Primary Complete,Cowpea,Never,Fair,1,0,0.0,True,586,Male,False,False,False,False,False,14
632,41.69,68.4,78.5,28.2,35.4,1365500.0,5369000.0,17.01,2.63,11,43,No Formal Education,Cassava,Never,Good,1,60,0.0,True,627,Male,False,False,False,True,False,4
267,37.53,61.3,92.7,27.3,27.3,42400.0,424000.0,2.55,0.83,13,52,Primary Complete,Maize,Never,Fair,1,78,0.76,False,599,Male,False,False,False,True,True,10
165,43.75,62.3,42.7,23.6,42.3,581667.0,1745000.0,20.2,0.72,17,58,Secondary Complete,Cassava,Never,Good,1,0,0.83,False,635,Male,False,False,False,False,True,3
1185,29.64,8.9,15.5,26.0,40.5,98400.0,391000.0,16.31,0.2,40,56,Primary Incomplete,Cassava,Never,Poor,1,0,0.56,True,529,Female,False,False,False,False,True,5
207,42.05,0.5,95.5,6.1,21.8,556000.0,1022000.0,1.92,2.8,6,22,No Formal Education,Sorghum,Never,Poor,1,0,0.0,True,544,Female,False,False,False,False,False,2
1168,9.32,45.5,3.9,26.3,27.1,90357.0,1265000.0,1.08,2.13,8,57,Primary Complete,Cotton,Never,Poor,1,69,0.53,False,487,Female,False,False,False,True,True,14
3784,37.16,20.6,47.5,25.8,11.9,175154.0,2202000.0,2.42,2.6,27,56,No Formal Education,Rice,Weekly,Good,3,82,0.0,True,622,Male,False,False,True,True,False,13
955,32.09,35.5,106.3,23.0,19.3,259000.0,696000.0,0.77,2.26,21,37,Primary Incomplete,Cowpea,Never,Fair,1,0,0.62,True,571,Female,False,False,False,False,True,3
1452,17.81,2.1,145.2,7.1,20.3,602333.0,1807000.0,3.02,3.15,19,60,Primary Complete,Guinea Corn,Monthly,Fair,8,81,0.0,False,605,Male,False,False,True,True,False,3
404,19.77,69.8,57.6,24.0,27.2,77800.0,188000.0,1.47,0.32,7,62,Secondary Incomplete,Beans,Rarely,Very Good,10,88,0.0,True,672,Female,False,False,True,True,False,5
1989,27.83,8.5,143.8,24.8,26.6,253000.0,2024000.0,3.68,2.75,7,23,Secondary Complete,Maize,Monthly,Good,2,0,0.8,False,627,Female,False,False,True,False,True,8
3472,22.16,35.1,79.3,22.0,23.7,32273.0,355000.0,6.48,0.11,26,58,Secondary Complete,Oil Palm,Weekly,Good,1,0,0.0,False,622,Male,False,False,True,False,False,11
438,23.22,57.8,100.6,23.4,36.5,635200.0,2992000.0,20.27,1.23,30,46,Primary Complete,Cassava,Monthly,Good,6,72,0.0,True,645,Male,False,False,True,True,False,5
126,35.79,62.7,149.4,23.6,26.0,88250.0,236000.0,2.95,0.4,13,51,Primary Incomplete,Maize,Never,Fair,1,0,0.0,True,585,Female,False,False,False,False,False,4
853,18.68,6.3,20.3,22.3,20.1,77333.0,464000.0,2.21,1.05,10,35,No Formal Education,Maize,Never,Fair,1,0,0.0,False,571,Female,False,False,False,False,False,6
1390,37.59,4.0,40.4,20.3,27.7,259286.0,3630000.0,7.26,1.0,22,52,Primary Incomplete,Oil Palm,Monthly,Fair,5,0,0.0,False,604,Female,False,False,True,False,False,14
2526,38.76,7.4,8.6,30.6,37.2,360250.0,2882000.0,17.79,1.35,20,36,Primary Complete,Cassava,Daily,Fair,9,0,0.52,False,580,Female,True,False,True,False,True,8
4493,38.89,59.0,92.7,19.6,27.6,56714.0,708000.0,1.65,1.07,22,38,No Formal Education,Cowpea,Weekly,Good,5,89,0.0,True,648,Male,False,False,True,True,False,14
1152,12.26,65.5,69.2,27.8,26.7,92571.0,1296000.0,3.19,2.03,15,50,Secondary Incomplete,Maize,Never,Poor,1,0,0.0,False,545,Male,False,False,False,False,False,14
812,31.03,61.6,67.6,29.2,20.9,170857.0,1080000.0,2.89,1.87,9,51,Primary Complete,Maize,Monthly,Good,5,0,0.0,True,653,Male,False,False,True,False,False,7
1456,8.28,35.9,28.4,32.7,40.1,369000.0,2214000.0,25.63,0.72,25,56,Primary Complete,Cassava,Monthly,Fair,1,0,0.68,False,586,Female,False,False,True,False,True,6
2188,20.35,16.1,66.5,22.8,26.4,306875.0,2371000.0,2.32,2.69,40,63,No Formal Education,Soybean,Weekly,Good,3,0,0.0,True,624,Male,False,False,True,False,False,8
792,31.9,57.3,26.5,27.5,25.6,213750.0,2565000.0,0.68,2.51,19,35,Primary Incomplete,Cocoa,Monthly,Good,6,0,0.0,False,634,Male,False,False,True,False,False,12
1001,23.44,66.6,38.1,35.5,8.5,114000.0,342000.0,1.69,0.45,20,36,Secondary Complete,Groundnut,Never,Fair,1,0,0.0,False,588,Male,False,False,False,False,False,3
238,25.05,58.1,18.5,28.3,22.6,375286.0,2627000.0,17.47,0.47,7,24,Secondary Complete,Vegetables,Never,Good,1,0,0.0,False,624,Female,False,False,False,False,False,7
1492,28.56,27.4,17.3,8.0,17.1,26111.0,110000.0,1.53,0.4,38,64,Primary Complete,Millet,Never,Fair,1,74,0.0,True,600,Male,False,False,True,True,False,9
4549,22.86,33.3,37.9,25.9,10.5,111667.0,670000.0,1.15,1.3,8,24,No Formal Education,Groundnut,Weekly,Fair,6,0,0.0,False,591,Female,False,False,True,False,False,6
3548,24.83,65.5,50.6,21.3,20.8,182667.0,548000.0,1.87,0.73,20,42,Primary Complete,Beans,Weekly,Good,10,0,0.0,False,656,Female,True,False,True,False,False,3
4268,38.33,29.7,78.6,8.1,15.8,60667.0,182000.0,1.75,0.55,19,35,No Formal Education,Guinea Corn,Monthly,Fair,6,81,0.0,False,609,Male,False,False,True,True,False,3
1424,21.84,4.1,71.5,24.7,25.5,167500.0,670000.0,6.7,0.2,17,55,No Formal Education,Oil Palm,Monthly,Fair,9,0,0.0,False,580,Male,False,False,True,False,False,4
3138,12.26,30.0,97.9,30.1,30.9,167200.0,652000.0,15.51,0.35,1,16,Secondary Complete,Cassava,Weekly,Very Good,9,0,0.0,True,679,Male,False,False,True,False,False,5
352,22.72,8.4,17.5,32.8,29.7,150091.0,1651000.0,16.0,0.86,5,31,Primary Complete,Cassava,Never,Fair,1,64,0.0,False,611,Female,True,False,False,True,False,11
214,27.22,21.9,57.3,28.9,29.8,338167.0,2029000.0,17.26,0.98,7,44,No Formal Education,Cassava,Never,Very Poor,1,0,0.0,False,457,Male,False,False,False,False,False,6
4400,41.38,39.5,134.6,22.4,40.6,93455.0,1028000.0,27.65,0.31,2,18,OND/NCE,Cassava,Monthly,Fair,1,0,0.0,False,597,Female,False,False,True,False,False,11
1029,26.37,8.6,82.4,25.0,19.8,38167.0,348000.0,3.78,0.46,33,49,Primary Incomplete,Maize,Never,Good,1,66,0.0,True,639,Male,False,False,False,True,False,12
1032,21.33,40.9,18.2,27.8,20.2,70400.0,594000.0,2.58,1.15,21,52,No Formal Education,Maize,Never,Good,1,67,0.0,True,634,Female,False,False,False,True,False,10
163,8.3,10.6,6.5,29.8,29.0,136000.0,408000.0,0.99,0.69,11,37,Secondary Complete,Sesame,Never,Good,1,94,0.0,False,626,Female,False,False,False,True,False,3
1921,42.53,50.5,77.8,28.1,36.4,157111.0,1414000.0,23.55,0.5,11,27,Secondary Incomplete,Cassava,Monthly,Fair,10,0,0.0,False,598,Male,False,False,True,False,False,9
3877,36.36,14.5,7.0,26.8,23.3,102385.0,810000.0,1.28,0.42,23,45,HND/BSc,Cocoa,Monthly,Excellent,1,0,0.0,True,740,Female,False,False,True,False,False,13
3873,10.27,19.1,94.2,33.3,31.1,296583.0,3419000.0,14.46,1.97,33,49,Primary Complete,Cassava,Rarely,Very Good,5,88,0.79,True,684,Male,False,False,True,True,True,12
2727,35.8,30.7,26.1,18.1,36.2,568000.0,2198000.0,10.33,0.76,25,63,No Formal Education,Yam,Monthly,Good,2,0,0.67,True,643,Female,False,False,True,False,True,4
4951,22.64,41.1,100.7,22.8,28.3,124200.0,621000.0,1.61,0.7,1,51,Primary Incomplete,Cotton,Rarely,Fair,10,67,0.0,False,561,Male,False,False,True,True,False,5
3144,42.21,8.5,10.3,25.0,26.2,64667.0,396000.0,1.71,0.58,2,49,Secondary Complete,Cowpea,Weekly,Excellent,8,95,0.81,True,762,Male,False,False,True,True,True,9
2647,13.48,13.0,31.0,7.0,22.0,150333.0,902000.0,2.02,2.35,6,53,No Formal Education,Guinea Corn,Rarely,Poor,5,73,0.0,False,551,Male,False,False,True,True,False,6
934,37.42,54.0,93.2,21.4,30.0,136500.0,1911000.0,1.74,1.57,14,30,Secondary Complete,Rubber,Never,Fair,1,77,0.0,False,587,Male,False,False,False,True,False,14
5643,18.2,26.3,12.4,18.4,34.2,1764500.0,10587000.0,12.95,2.92,14,30,Secondary Complete,Yam,Monthly,Fair,6,0,0.79,False,615,Male,False,False,True,False,True,6
1684,21.85,57.2,25.2,21.3,27.2,361800.0,3618000.0,1.21,4.98,35,56,No Formal Education,Sesame,Daily,Fair,3,60,0.0,False,581,Male,False,False,True,True,False,10
1067,40.36,0.7,19.5,28.3,25.0,3870000.0,3870000.0,4.58,1.69,1,28,Secondary Incomplete,Oil Palm,Never,Poor,1,89,0.0,False,557,Female,False,False,False,True,False,1
180,9.98,59.7,60.4,20.3,29.4,2500000.0,7421000.0,26.66,0.87,34,55,No Formal Education,Vegetables,Never,Fair,1,0,0.0,True,587,Male,False,False,False,False,False,3
2538,11.58,15.4,68.1,23.9,23.8,16889.0,52000.0,1.28,0.1,3,59,Primary Complete,Beans,Monthly,Fair,2,0,0.0,True,585,Female,False,False,True,False,False,9
5678,5.24,10.3,89.5,7.8,20.9,54400.0,272000.0,2.38,0.6,35,63,Primary Complete,Sorghum,Rarely,Good,7,0,0.0,False,630,Male,False,False,True,False,False,5
4327,35.63,11.5,70.6,26.1,21.0,97143.0,680000.0,1.05,1.62,16,32,No Formal Education,Beans,Weekly,Fair,8,0,0.0,False,567,Male,False,False,True,False,False,7
791,43.82,62.2,80.9,16.3,27.2,124875.0,935000.0,9.29,0.36,19,61,Primary Incomplete,Yam,Never,Fair,1,0,0.67,True,569,Male,False,False,False,False,True,8
999,16.4,5.0,52.5,24.5,28.2,10400.0,52000.0,2.57,0.1,8,24,Secondary Complete,Maize,Weekly,Poor,4,0,0.0,False,559,Female,False,False,True,False,False,5
1005,11.18,2.0,34.3,25.8,25.7,38500.0,210000.0,0.95,0.37,22,38,Primary Complete,Sesame,Never,Good,1,87,0.8,True,647,Male,False,False,False,True,True,8
1713,22.35,7.1,52.3,5.9,17.7,105333.0,1264000.0,2.83,2.35,23,39,No Formal Education,Sorghum,Weekly,Poor,5,0,0.62,False,557,Male,False,False,True,False,True,12
473,43.03,29.8,121.5,30.1,34.7,51615.0,671000.0,19.26,0.29,23,39,Primary Incomplete,Cassava,Never,Poor,1,0,0.56,False,495,Male,False,False,False,False,True,13
1422,13.42,65.6,50.8,26.0,25.3,24000.0,120000.0,0.64,0.47,2,25,No Formal Education,Beans,Rarely,Poor,2,92,0.0,False,554,Female,False,False,True,True,False,5
4479,17.44,61.1,53.4,20.7,25.4,721000.0,2732000.0,1.3,5.25,19,35,Primary Complete,Beans,Monthly,Fair,7,0,0.0,True,617,Male,False,False,True,False,False,4
467,38.33,26.0,64.9,25.0,28.3,104818.0,1045000.0,1.71,1.11,1,52,Primary Complete,Cotton,Monthly,Good,4,0,0.0,True,655,Male,False,False,True,False,False,11
2717,32.94,29.1,27.5,29.7,8.4,340667.0,1022000.0,2.86,1.02,23,39,No Formal Education,Rice,Rarely,Very Poor,7,0,0.42,False,454,Female,False,False,True,False,True,3
1730,36.88,2.3,75.1,21.7,28.2,48375.0,226000.0,3.14,0.36,3,46,Primary Complete,Maize,Monthly,Excellent,2,0,0.0,True,702,Female,True,False,True,False,False,8
5974,24.14,69.4,86.7,24.4,28.5,906125.0,7249000.0,2.61,5.05,24,40,Secondary Incomplete,Cotton,Daily,Very Good,8,0,0.77,False,666,Male,False,True,True,False,True,8
5082,42.02,68.8,25.0,6.4,17.5,70308.0,834000.0,1.72,2.55,11,27,Primary Incomplete,Sorghum,Monthly,Poor,4,0,0.5,True,519,Female,False,False,True,False,True,13
1503,35.11,50.1,6.5,6.7,16.6,80000.0,152000.0,2.49,0.32,6,22,Secondary Complete,Sorghum,Rarely,Very Good,3,0,0.0,True,673,Male,False,False,True,False,False,7
1005,42.29,65.1,125.1,26.2,23.8,62250.0,102000.0,3.9,0.13,32,48,Primary Complete,Maize,Never,Poor,1,0,0.0,True,551,Female,False,False,False,False,False,4
262,7.27,27.4,121.7,18.6,23.4,75929.0,580000.0,1.56,0.93,11,36,HND/BSc,Cowpea,Never,Fair,1,0,0.0,True,581,Female,False,False,False,False,False,14
630,8.41,35.3,49.2,26.5,21.3,160545.0,1364000.0,14.76,0.42,24,40,Secondary Complete,Plantain,Never,Fair,1,0,0.0,True,563,Male,False,False,False,False,False,11
1394,32.5,13.8,57.1,7.6,20.0,143000.0,1132000.0,3.37,1.77,17,33,Secondary Complete,Sorghum,Rarely,Excellent,9,82,0.77,True,706,Male,False,False,True,True,True,10
4363,21.03,5.5,88.5,7.9,18.0,128750.0,515000.0,3.47,0.78,13,58,Primary Complete,Sorghum,Weekly,Very Good,7,95,0.63,False,692,Male,False,False,True,True,True,4
3680,43.06,34.9,28.0,31.8,34.1,767667.0,2134000.0,15.33,1.16,10,26,Primary Complete,Cassava,Monthly,Excellent,8,94,0.0,True,744,Female,False,False,True,True,False,3
299,7.01,37.8,70.8,33.9,9.2,24182.0,266000.0,1.3,0.45,15,31,Primary Complete,Groundnut,Never,Poor,1,0,0.46,False,483,Female,False,False,False,False,True,11
5106,31.38,8.8,86.5,22.1,10.2,57250.0,322000.0,2.71,0.34,6,30,Primary Incomplete,Rice,Monthly,Very Good,3,78,0.0,True,662,Female,False,False,True,True,False,8
2924,30.82,34.3,124.1,22.4,9.0,42231.0,329000.0,4.71,0.2,19,35,Secondary Complete,Rice,Monthly,Good,6,0,0.0,True,659,Male,False,False,True,False,False,13
3666,6.52,14.7,26.5,18.9,26.9,81455.0,896000.0,1.22,1.84,32,48,Primary Complete,Cowpea,Rarely,Fair,2,60,0.0,False,617,Male,False,False,True,True,False,11
5104,40.75,53.6,14.3,23.0,30.2,160800.0,1608000.0,20.94,0.64,21,48,No Formal Education,Cassava,Rarely,Fair,7,85,0.0,False,606,Female,False,False,True,True,False,10
208,24.82,45.8,96.4,20.7,28.3,911923.0,11855000.0,14.65,2.89,10,26,Primary Complete,Yam,Never,Poor,1,0,0.0,False,556,Male,False,False,False,False,False,13
2319,22.26,49.4,70.1,22.9,21.6,211200.0,908000.0,1.87,0.88,14,37,Primary Complete,Cotton,Weekly,Very Good,5,82,0.59,True,663,Male,False,False,True,True,True,5
856,9.02,38.1,8.8,25.1,35.7,85700.0,857000.0,14.87,0.48,15,31,Primary Complete,Cassava,Rarely,Fair,10,0,0.0,False,565,Male,False,False,True,False,False,10
3764,12.7,4.8,54.5,23.4,42.6,17231.0,224000.0,18.69,0.1,8,24,Secondary Complete,Cassava,Rarely,Good,2,62,0.9,False,639,Male,False,False,True,True,True,13
2944,12.97,37.3,116.2,24.7,26.8,25385.0,330000.0,0.57,0.97,9,25,Primary Incomplete,Sesame,Weekly,Very Poor,9,0,0.0,False,466,Male,False,False,True,False,False,13
1457,21.78,20.8,28.1,7.2,15.6,46750.0,187000.0,2.03,0.51,5,51,Secondary Incomplete,Millet,Rarely,Good,10,93,0.0,False,652,Male,False,False,True,True,False,4
3616,23.7,20.3,48.1,17.2,26.4,758000.0,4329000.0,22.09,0.7,24,40,Secondary Complete,Yam,Monthly,Excellent,1,95,0.0,True,754,Male,False,False,True,True,False,6
1089,42.49,51.9,93.6,6.0,16.3,769667.0,2117000.0,3.45,3.23,26,48,Secondary Complete,Guinea Corn,Never,Good,1,99,0.0,True,657,Female,False,False,False,True,False,3
819,11.65,13.9,54.9,30.6,41.3,199429.0,2678000.0,20.67,1.08,31,47,Primary Complete,Cassava,Never,Good,1,0,0.87,True,640,Male,False,False,False,False,True,14
404,14.65,28.7,99.8,7.9,20.7,91846.0,920000.0,2.76,1.85,13,57,Secondary Complete,Millet,Monthly,Excellent,4,96,0.0,True,713,Male,False,False,True,True,False,13
1771,21.37,68.2,20.4,23.2,10.4,40600.0,406000.0,2.46,0.47,7,40,No Formal Education,Rice,Monthly,Fair,1,0,0.0,False,612,Female,False,True,True,False,False,10
340,36.47,13.4,115.6,28.9,11.9,119500.0,717000.0,4.01,0.51,10,46,Secondary Complete,Rice,Never,Fair,1,0,0.0,False,567,Male,False,False,False,False,False,6
2384,31.77,9.0,27.1,33.1,33.4,228000.0,1862000.0,16.69,0.93,32,48,Secondary Complete,Cassava,Daily,Excellent,2,67,0.0,True,719,Female,False,False,True,True,False,10
5857,33.47,9.1,2.3,31.9,9.2,35333.0,234000.0,2.24,0.3,22,38,No Formal Education,Rice,Rarely,Fair,5,0,0.0,True,600,Male,False,False,True,False,False,9
4294,22.56,41.3,24.0,16.8,36.2,2996000.0,2996000.0,12.16,0.88,11,27,No Formal Education,Yam,Weekly,Fair,5,0,0.0,False,616,Female,False,False,True,False,False,1
4960,16.39,40.2,137.6,23.8,21.9,40571.0,196000.0,1.16,0.42,2,28,No Formal Education,Beans,Rarely,Good,9,65,0.0,True,644,Male,False,False,True,True,False,7
2315,19.97,64.7,147.2,6.6,20.0,15385.0,200000.0,2.56,0.41,31,49,Primary Complete,Guinea Corn,Weekly,Fair,8,0,0.0,False,607,Female,True,False,True,False,False,13
5922,10.32,37.4,32.1,32.5,37.5,377000.0,1493000.0,21.09,0.59,11,27,OND/NCE,Cassava,Rarely,Very Good,8,0,0.84,True,671,Male,False,False,True,False,True,5
2361,35.77,23.3,96.2,6.4,20.3,22714.0,198000.0,2.82,0.37,15,31,Primary Complete,Sorghum,Rarely,Fair,4,0,0.0,True,606,Male,False,False,True,False,False,14
3506,27.74,67.8,139.8,21.4,22.0,38455.0,286000.0,2.91,0.49,13,63,Secondary Incomplete,Maize,Monthly,Good,1,0,0.0,True,637,Male,True,False,True,False,False,11
4919,23.21,2.6,76.1,22.7,28.6,184667.0,208000.0,1.09,0.48,1,31,Secondary Complete,Cowpea,Daily,Fair,4,0,0.0,True,608,Male,True,False,True,False,False,3
2138,16.76,9.7,111.8,28.4,26.5,323692.0,3949000.0,2.46,2.92,14,42,Secondary Incomplete,Cotton,Weekly,Good,8,0,0.0,True,657,Male,False,False,True,False,False,13
3535,11.14,61.8,34.0,16.1,30.6,60545.0,613000.0,10.41,0.21,30,60,No Formal Education,Yam,Monthly,Fair,6,65,0.0,True,575,Male,False,False,True,True,False,11
4965,6.94,9.9,89.0,26.3,24.9,79625.0,485000.0,4.39,0.22,1,16,Primary Complete,Oil Palm,Daily,Fair,5,0,0.0,True,602,Male,False,False,True,False,False,8
3718,23.64,4.5,31.4,26.1,41.4,105917.0,1271000.0,15.57,0.68,33,49,No Formal Education,Cassava,Never,Fair,1,0,0.0,False,597,Female,False,False,True,False,False,12
4177,13.82,16.4,4.1,28.8,7.9,1791000.0,1791000.0,1.71,2.33,4,20,Primary Complete,Groundnut,Rarely,Good,6,93,0.0,False,631,Female,False,False,True,True,False,1
5693,36.82,51.3,30.4,28.5,24.7,159000.0,378000.0,2.0,0.27,10,52,Secondary Complete,Rubber,Monthly,Good,3,0,0.0,True,658,Male,True,False,True,False,False,5
2095,25.9,17.5,55.6,33.1,38.3,521333.0,4578000.0,14.13,2.7,1,17,Primary Incomplete,Cassava,Monthly,Fair,2,0,0.0,True,611,Female,False,False,True,False,False,9
1961,25.64,32.6,64.0,6.3,21.9,57182.0,629000.0,2.03,1.63,10,31,Primary Incomplete,Sorghum,Monthly,Poor,1,0,0.0,False,506,Male,False,False,True,False,False,11
1185,36.95,34.6,87.7,22.0,29.8,171778.0,1375000.0,11.98,0.41,11,27,Secondary Incomplete,Yam,Never,Very Good,1,0,0.0,True,662,Female,False,False,False,False,False,9
574,20.78,30.2,19.0,8.4,19.0,40000.0,331000.0,2.75,0.67,23,45,No Formal Education,Millet,Never,Fair,1,0,0.0,True,576,Female,False,False,False,False,False,11
1584,21.21,13.9,84.1,20.4,22.1,298400.0,1492000.0,1.08,3.45,1,17,OND/NCE,Beans,Never,Good,1,0,0.86,False,630,Male,False,False,True,False,True,5
307,35.73,14.4,23.5,28.2,28.3,258750.0,2070000.0,0.54,2.55,30,47,No Formal Education,Cocoa,Never,Poor,1,93,0.0,False,520,Female,False,False,False,True,False,8
371,7.87,61.7,39.8,25.3,19.7,360429.0,2422000.0,3.45,3.51,23,39,Primary Complete,Maize,Never,Fair,1,0,0.0,True,601,Male,False,False,False,False,False,7
1222,33.91,45.3,67.7,6.7,20.5,31667.0,190000.0,2.45,0.41,19,36,No Formal Education,Guinea Corn,Monthly,Good,4,95,0.0,False,632,Male,False,False,True,True,False,6
2946,10.0,31.6,143.5,29.7,19.4,17769.0,136000.0,3.09,0.22,10,62,Primary Incomplete,Maize,Monthly,Good,6,0,0.0,True,643,Female,False,False,True,False,False,13
1050,22.25,47.0,97.7,25.7,25.5,169111.0,1242000.0,3.34,1.86,35,58,Secondary Incomplete,Maize,Never,Good,1,0,0.84,True,641,Male,False,False,False,False,True,9
5914,21.93,18.4,149.7,27.3,40.6,84833.0,402000.0,15.21,0.22,25,41,Primary Incomplete,Cassava,Monthly,Very Good,7,97,0.0,True,664,Male,False,False,True,True,False,6
5324,42.16,56.6,44.6,27.6,42.0,165100.0,1522000.0,21.14,0.6,15,31,Secondary Incomplete,Cassava,Daily,Fair,5,0,0.0,True,596,Female,False,False,True,False,False,10
432,24.85,2.5,41.7,20.8,27.1,257000.0,140000.0,1.07,0.33,5,28,Primary Complete,Cowpea,Rarely,Good,3,0,0.0,True,621,Male,False,False,True,False,False,1
